path	claim_and_status	disposition	source_or_superseding_path	verification	reason
research/records/2026-08-22_I1_RELEASE_RECEIVER_PASSED_THE_RECURRENT_BOUNDARY_RETURNED_AND_I2_BEGINS.md	I1 release receiver passed, the recurrent boundary returned, and I2 begins. **Truth status:** [established-bounded; implemented-exact; measured] **Roadmap deed:** I1, recurrence retains a causal boundary and returns a complete emitted passage **Release position:** passed; I2 is the live construction frontier	keep	research/records/2026-08-22_I1_RELEASE_RECEIVER_PASSED_THE_RECURRENT_BOUNDARY_RETURNED_AND_I2_BEGINS.md; compare docs/plans/THE_REPOSITORY_RESTRUCTURE.md §3.5–3.6 and docs/HOLONIC_FLUID_CONSTRUCTION.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_I2_RELEASE_RECEIVER_PASSED_THE_EXTERIOR_RETURN_CULTIVATED_THE_RECURRENCE_AND_I3_BEGINS.md	I2 release receiver passed, the exterior return cultivated the recurrence, and I3 begins. **Truth status:** [established-bounded; implemented-exact; measured] **Roadmap deed:** I2, exterior consequence returns and changes later conduct **Release position:** passed; I3 is the live construction frontier	keep	research/records/2026-08-22_I2_RELEASE_RECEIVER_PASSED_THE_EXTERIOR_RETURN_CULTIVATED_THE_RECURRENCE_AND_I3_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_I3_RELEASE_RECEIVER_PASSED_THE_RECURRENT_REALIZATIONS_CONDENSED_AND_I4_BEGINS.md	I3 release receiver passed, the recurrent realizations condensed, and I4 begins. **Truth status:** [established-bounded; implemented-exact; measured] **Roadmap deed:** I3, recurrent Phoenix condenses physical realizations scope returned 2,831 passed, zero failed, 24 explicitly ignored over thirty result lines, and every	keep	research/records/2026-08-22_I3_RELEASE_RECEIVER_PASSED_THE_RECURRENT_REALIZATIONS_CONDENSED_AND_I4_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_I4_RELEASE_RECEIVER_PASSED_THE_HETEROGENEOUS_FACES_WERE_CONSERVED_AND_I5_BEGINS.md	I4 release receiver passed, the heterogeneous faces were conserved, and I5 begins. **Truth status:** [established-bounded; implemented-exact; measured] **Roadmap deed:** I4, Gemma's heterogeneous ports found shared transport	keep	research/records/2026-08-22_I4_RELEASE_RECEIVER_PASSED_THE_HETEROGENEOUS_FACES_WERE_CONSERVED_AND_I5_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_L0_RELEASE_RECEIVER_PASSED_THE_LABORATORY_FIXED_LOCUS_RESTED_AND_L1_BEGINS.md	L0 release receiver passed, the laboratory fixed locus rested, and L1 begins. **Truth status:** [established-bounded] for L0 release admission; [measured] for the complete receiver Its twelve-part grade returned 12/12, the actual product and exact visual faces were inspected, the generated family theorem received Lean exit status zero, and source-detached held-out, separator,	keep	research/records/2026-08-22_L0_RELEASE_RECEIVER_PASSED_THE_LABORATORY_FIXED_LOCUS_RESTED_AND_L1_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_NAVIER_STOKES_IS_THE_ACTIVE_LEAN_FRONT_HODGE_IS_ITS_ANALYTIC_SPINE_AND_YANG_MILLS_IS_THE_COVARIANT_LIFT.md	NAVIER–STOKES IS THE ACTIVE LEAN FRONT, HODGE IS ITS ANALYTIC SPINE, AND YANG–MILLS IS THE COVARIANT LIFT. **Purpose:** the Claude-readable schedule and deed contract for Brandon's parallel Lean research line **Authority boundary:** `[definition]` This record schedules a user-directed mathematical research	fold	docs/plans/THE_REPOSITORY_RESTRUCTURE.md §3.5–3.6 and §4 K3–K4; docs/plans/census/LEAN_R0.tsv; docs/plans/THE_ROADMAP.md	Read the record’s authority/status and compared it with the current destination; no unique completed experiment/theorem is being moved by this fold. Transfer indicated content before deletion.	This is a schedule/deed contract for a parallel Lean research line, not an integrated construction. The current restructure and roadmap own the NS/fluid, Einstein/thermal, Hodge and YM open boundaries. Transfer outstanding source/Lean owner rows before retiring the old ordering.
research/records/2026-08-22_R0_RELEASE_RECEIVER_PASSED_THE_RICH_INQUIRY_RETURNED_THE_COMPLETE_I5_BASELINE_BOUNDARY_AND_R1_BEGINS.md	R0 release receiver passed: the rich inquiry returned the complete I5 baseline boundary, and R1 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R0_RELEASE_RECEIVER_PASSED_THE_RICH_INQUIRY_RETURNED_THE_COMPLETE_I5_BASELINE_BOUNDARY_AND_R1_BEGINS.md; compare docs/plans/THE_REPOSITORY_RESTRUCTURE.md §3.5–3.6 and docs/HOLONIC_FLUID_CONSTRUCTION.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R1_RELEASE_RECEIVER_PASSED_THE_OPERATION_WORLD_TUBE_RETURNED_AND_R2_BEGINS.md	R1 release receiver passed: the operation world-tube returned, and R2 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R1_RELEASE_RECEIVER_PASSED_THE_OPERATION_WORLD_TUBE_RETURNED_AND_R2_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R2_RELEASE_RECEIVER_PASSED_THE_DERIVATION_FRONTIER_RETURNED_AND_R3_BEGINS.md	R2 release receiver passed: the derivation frontier returned, and R3 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R2_RELEASE_RECEIVER_PASSED_THE_DERIVATION_FRONTIER_RETURNED_AND_R3_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R3_RELEASE_RECEIVER_PASSED_THE_RETURNED_CONSTRAINTS_CULTIVATED_ONE_LOCAL_RELATION_AND_R4_BEGINS.md	R3 release receiver passed: returned constraints cultivated one local relation, and R4 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R3_RELEASE_RECEIVER_PASSED_THE_RETURNED_CONSTRAINTS_CULTIVATED_ONE_LOCAL_RELATION_AND_R4_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R4_RELEASE_RECEIVER_PASSED_THE_RETAINED_BOUNDARY_CARRIED_THE_REMOTE_INTERIOR_AND_R5_BEGINS.md	R4 release receiver passed: the retained boundary carried the remote interior, and R5 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R4_RELEASE_RECEIVER_PASSED_THE_RETAINED_BOUNDARY_CARRIED_THE_REMOTE_INTERIOR_AND_R5_BEGINS.md; compare docs/plans/THE_REPOSITORY_RESTRUCTURE.md §3.5–3.6 and docs/HOLONIC_FLUID_CONSTRUCTION.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R5_RELEASE_RECEIVER_PASSED_THE_MEDIA_FACES_MET_NATIVELY_AND_R6_BEGINS.md	R5 release receiver passed: the media faces met natively, and R6 begins. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R5_RELEASE_RECEIVER_PASSED_THE_MEDIA_FACES_MET_NATIVELY_AND_R6_BEGINS.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_R6_RELEASE_RECEIVER_PASSED_THE_BOUNDED_ATHENA_PRODUCTION_ECOLOGY_FROZE_AND_THE_R0_R6_BLUEPRINT_COMPLETED.md	R6 release receiver passed: the bounded Athena production ecology froze, and the R0--R6 blueprint completed. **Truth status:** [established-bounded; implemented-exact; measured]	keep	research/records/2026-08-22_R6_RELEASE_RECEIVER_PASSED_THE_BOUNDED_ATHENA_PRODUCTION_ECOLOGY_FROZE_AND_THE_R0_R6_BLUEPRINT_COMPLETED.md; compare adjacent Athena release/candidate records and current CONSTRUCTION_STATE.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Distinct release-admission transition with its own candidate, artifact and next-front boundary; preserve the chronology and bounded scope.
research/records/2026-08-22_THE_ALGEBRAIC_RANK_IS_EFFECTIVELY_BOUNDED_AT_EVERY_MODULUS_AND_THE_RANK_SIDE_IS_A_FINITE_QUANTITY_FAMILY_WISE.md	The algebraic rank is effectively bounded at every modulus, and the rank side is a finite quantity family-wise. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_ALGEBRAIC_RANK_IS_EFFECTIVELY_BOUNDED_AT_EVERY_MODULUS_AND_THE_RANK_SIDE_IS_A_FINITE_QUANTITY_FAMILY_WISE.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_ANALYTIC_ORDER_AT_FIVE_IS_EXACTLY_ONE_AND_THE_GROSS_ZAGIER_LANDMARK_IS_PASSED_BY_THE_INSTANCE_ROUTE.md	The analytic order at five is exactly one, and the Gross–Zagier landmark is passed by the instance route. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_ANALYTIC_ORDER_AT_FIVE_IS_EXACTLY_ONE_AND_THE_GROSS_ZAGIER_LANDMARK_IS_PASSED_BY_THE_INSTANCE_ROUTE.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_BSD_FRONT_IS_NOW_ASSEMBLY_AND_THE_MILLENNIUM_SQUEEZE_HAS_TYPED_SUCCESSORS.md	The BSD front is now assembly, and the Millennium squeeze has typed successors. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_BSD_FRONT_IS_NOW_ASSEMBLY_AND_THE_MILLENNIUM_SQUEEZE_HAS_TYPED_SUCCESSORS.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_CONJECTURE_IS_POSED_DIRECTLY_AND_THE_ODD_SIGN_ALREADY_FORCES_THE_CENTRAL_VANISHING.md	The conjecture is posed directly, and the odd sign already forces the central vanishing. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_CONJECTURE_IS_POSED_DIRECTLY_AND_THE_ODD_SIGN_ALREADY_FORCES_THE_CENTRAL_VANISHING.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_DESCENT_IS_COMPLETE_THE_MORDELL_WEIL_GROUP_IS_FORMALLY_GENERATED_AND_THE_RANK_CLAUSE_HOLDS_WHOLE_AT_THE_RANK_ONE_INSTANCE.md	The descent is complete, the Mordell–Weil group is formally generated, and the rank clause holds whole at the rank-one instance. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_DESCENT_IS_COMPLETE_THE_MORDELL_WEIL_GROUP_IS_FORMALLY_GENERATED_AND_THE_RANK_CLAUSE_HOLDS_WHOLE_AT_THE_RANK_ONE_INSTANCE.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_EXCHANGE_WORLD_TUBE_RETAINED_ITS_BRANCHES_THE_CONTACT_FIBRE_FACTORED_AND_A1_PASSED.md	The exchange world-tube retained its branches, the contact fibre factored, and A1 passed. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_EXCHANGE_WORLD_TUBE_RETAINED_ITS_BRANCHES_THE_CONTACT_FIBRE_FACTORED_AND_A1_PASSED.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_FIVE_CURVE_DESCENT_IS_COMPLETE_AND_THE_MOD_TWO_PROGRAMME_HAS_ITS_SECOND_CERTIFICATE.md	The five-curve descent is complete, and the mod-two programme has its second certificate. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_FIVE_CURVE_DESCENT_IS_COMPLETE_AND_THE_MOD_TWO_PROGRAMME_HAS_ITS_SECOND_CERTIFICATE.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_GLOBAL_IS_BUILT_BY_EXACT_COARSE_GRAINING_THE_MODULUS_WAS_NEVER_A_WALL_AND_THE_TOWER_IS_THE_ORGAN_THAT_SCALES.md	The global is built by exact coarse graining, the modulus was never a wall, and the tower is the organ that scales. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_GLOBAL_IS_BUILT_BY_EXACT_COARSE_GRAINING_THE_MODULUS_WAS_NEVER_A_WALL_AND_THE_TOWER_IS_THE_ORGAN_THAT_SCALES.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
research/records/2026-08-22_THE_GOVERNANCE_LAW_HOLDS_ON_THE_THREE_MOD_EIGHT_STRATUM_AND_THE_CERTIFICATES_ARE_INFINITE.md	The governance law holds on the three-mod-eight stratum, and the certificates are infinite. Formal scope: the stated family/instance theorem or exact arithmetic result only; August 23 Lean-burst audit supplies correction of external BSD/Sha/RH overstatements; no Millennium endpoint is established.	keep	research/records/2026-08-22_THE_GOVERNANCE_LAW_HOLDS_ON_THE_THREE_MOD_EIGHT_STRATUM_AND_THE_CERTIFICATES_ARE_INFINITE.md; formal/elementary-holonics/ElementaryHolonics/Millennium/; research/records/2026-08-23_THE_CLAUDE_LEAN_BURST_HAS_AN_EXACT_CORE_AND_THE_TWO_GEOMETRY_PREPRINTS_OPEN_TYPED_GATES_NOT_SOLUTIONS.md	Inspected result/status and internal correction; compared the named current/newer owner. Historical source/Lean/device artifacts were not rerun.	Retain the specific formal family/instance result, while using the August 23 audit to reject any broader BSD/Sha/Millennium reading.
