path	claim_and_status	disposition	source_or_superseding_path	verification	reason
research/records/2026-08-16_THE_MATERIAL_IS_VISIBLE_WHERE_THE_LAW_CONTRIBUTES_NOTHING_AND_A_RUN_CONTINUED_ACROSS_A_PROCESS.md	measured material visibility where current law contributes nothing; process-separated run continued with exact implementation	keep	research/records/2026-08-16_THE_MATERIAL_IS_VISIBLE_WHERE_THE_LAW_CONTRIBUTES_NOTHING_AND_A_RUN_CONTINUED_ACROSS_A_PROCESS.md; compare current retention/continuation guides	Inspected process boundary and exact run claims; historical process run not replayed.	Keep as sole source for this material-visibility/process-continuation observation.
research/records/2026-08-16_THE_RENDER_IS_A_FIELD_THE_SURFACES_ARE_PATHS_AND_THE_DEFICIT_IS_ONE_READING_AT_TWO_GRAINS.md	measured two-grain render/path/deficit relation and exact computational geometry reading	keep	research/records/2026-08-16_THE_RENDER_IS_A_FIELD_THE_SURFACES_ARE_PATHS_AND_THE_DEFICIT_IS_ONE_READING_AT_TWO_GRAINS.md; compare docs/WINDING_CARRY_AND_PLACEMENT.md	Inspected exact grain and interpretation limits; no later same field/path render result.	Keep as a bounded visual/geometry application, not the general field contract.
research/records/2026-08-16_THE_SWING_CONSULTS_COMPOSITION_DEPTH_AND_THE_CAUSAL_STATE_IS_FINER_THAN_THE_ORBIT.md	withdrawn title/claim: 59,734 faces crossed and none founded; completion count was mistaken for swing cut, with segmentation and cuts mid-word	keep	research/records/2026-08-16_THE_SWING_CONSULTS_COMPOSITION_DEPTH_AND_THE_CAUSAL_STATE_IS_FINER_THAN_THE_ORBIT.md; compare current receiver/retention docs	Read full top-level correction and driver/source statement: only the title and cut interpretation are struck; the monotone completion count and partition-level causal-state result survive. No run replayed.	Keep because it records both the unique falsifier and surviving measured result; never use the withdrawn swing interpretation.
research/records/2026-08-17_ONE_ORGAN_THREE_CODECS_AND_THE_RELATION_LIVES_AT_A_DIFFERENT_LAYER_IN_EACH.md	three-codec measured return; separator-disambiguation rule derived; workspace tests and real-material examples scoped	keep	research/records/2026-08-17_ONE_ORGAN_THREE_CODECS_AND_THE_RELATION_LIVES_AT_A_DIFFERENT_LAYER_IN_EACH.md; compare docs/HNN_FORMULA.md	Read exact run/test boundary and codec-specific interpretation; not rerun.	Unique cross-codec result and its non-equivalence guard.
research/records/2026-08-17_THE_IDENTITY_IS_A_PERMUTATION_AND_ONE_TRUNCATED_HEADER_COST_THREE_THOUSAND_READINGS.md	measured permutation identity and one truncated-header cost of 3,000 readings; exact subgroup/composition analysis	keep	research/records/2026-08-17_THE_IDENTITY_IS_A_PERMUTATION_AND_ONE_TRUNCATED_HEADER_COST_THREE_THOUSAND_READINGS.md; compare docs/WINDING_CARRY_AND_PLACEMENT.md	Read material, controls and driver results; no replay.	Keep the exact source-order/permutation result and cost.
research/records/2026-08-17_THE_MACHINE_PROPOSED_MATHEMATICS_AND_EXACT_ORGANS_ADMITTED_SEVENTEEN.md	measured machine-proposed mathematics with exact organs admitted 17; parity-word/twisted-algebra derivation kept distinct from interpretation	keep	research/records/2026-08-17_THE_MACHINE_PROPOSED_MATHEMATICS_AND_EXACT_ORGANS_ADMITTED_SEVENTEEN.md; compare formal entry guides	Inspected commands and real-kernel boundary; not rerun.	Unique measured accepted/rejected proof-organ result.
research/records/2026-08-17_THE_WORK_IS_COUNTED_THE_PREDICTION_IS_REFUTED_AND_THE_HAND_WAS_INVERTED.md	measured work law; prediction refuted on two coordinates and hand inverted; combinatorial cost model only at passing scope	keep	research/records/2026-08-17_THE_WORK_IS_COUNTED_THE_PREDICTION_IS_REFUTED_AND_THE_HAND_WAS_INVERTED.md; compare docs/HELICAL_GEOMETRY.md	Read tests and two drivers including counterexamples; not rerun.	Keep both refutations and the limited confirming coordinate; do not preserve the rejected prediction.
research/records/2026-08-17_THREE_OWNERS_ONE_ABELIAN_DEFECT_AND_THE_JULY_CORPUS_ALREADY_HELD_THE_REPAIR.md	three owner audit finds one abelian defect already repaired in July corpus; standard coboundary/Neumann results and aperture limit scoped	keep	research/records/2026-08-17_THREE_OWNERS_ONE_ABELIAN_DEFECT_AND_THE_JULY_CORPUS_ALREADY_HELD_THE_REPAIR.md; compare current source and formal owners	Inspected external adjudication/sweep descriptions and direct cited July source repair; no sweep rerun.	Unique correction/provenance audit; preserve the exact already-repaired scope.
research/records/2026-08-18_A_LICENSED_WALK_EMITS_SUBSTRINGS_AND_THE_ARC_IS_THE_COMPOSITION_OPERATOR.md	proved substring property of licensed walks plus measured composition examples; no forced verbatim law	keep	research/records/2026-08-18_A_LICENSED_WALK_EMITS_SUBSTRINGS_AND_THE_ARC_IS_THE_COMPOSITION_OPERATOR.md; compare docs/CONVERSATION_DATA.md	Read standard theorem and example grades; no run.	Keep the licensed-walk theorem and bounded language chart.
research/records/2026-08-18_FREQUENCY_DISAGREES_WITH_EVERY_OTHER_FACE_AT_EVERY_JUNCTION.md	180/180 plural junctions measured against frequency-only gate; frequency disagrees at every junction	keep	research/records/2026-08-18_FREQUENCY_DISAGREES_WITH_EVERY_OTHER_FACE_AT_EVERY_JUNCTION.md; compare docs/HOLON.md	Read example/measurement details; later methodology retains source/receiver controls but does not duplicate the 180-junction assay.	Keep as a direct falsifier of frequency-only gating.
research/records/2026-08-18_THE_ATLAS_CONDUCTS_AND_THE_CONTAINER_IS_THE_TRANSPORT.md	measured atlas/container transport on four canon documents and real Gemma E4B container; transformer correspondence carefully qualified	keep	research/records/2026-08-18_THE_ATLAS_CONDUCTS_AND_THE_CONTAINER_IS_THE_TRANSPORT.md; compare docs/CONVERSATION_DATA.md	Inspected real-container run and non-agreement disclaimer; not rerun.	Keep the measured comparison and its typed boundary.
research/records/2026-08-18_THE_ATLAS_IS_A_NAVMESH_AND_THE_TRANSITION_TO_A_TENSOR_SPLITS_INTO_A_FREE_TREE_AND_A_CYCLE_RANK.md	proved interval/light-cone and cycle-rank statements; measured navmesh transition to tensor, with Athena reading interpretive	keep	research/records/2026-08-18_THE_ATLAS_IS_A_NAVMESH_AND_THE_TRANSITION_TO_A_TENSOR_SPLITS_INTO_A_FREE_TREE_AND_A_CYCLE_RANK.md; compare docs/HOLON.md and docs/HELICAL_GEOMETRY.md	Read proof, driver results and stated falsifiers; no rerun.	Keep the discrete topology result; do not promote Athena interpretation to law.
research/records/2026-08-18_THE_ATLAS_WAS_THE_GROUND_AND_THE_SCALE_IS_THE_SUFFIX_LINK_TREE.md	measured atlas ground/suffix-link scale result and output; no external proof claim	keep	research/records/2026-08-18_THE_ATLAS_WAS_THE_GROUND_AND_THE_SCALE_IS_THE_SUFFIX_LINK_TREE.md; compare docs/CONVERSATION_DATA.md	Inspected driver/material scope; not rerun.	Keep its unique language-generation observation.
research/records/2026-08-18_THE_BLADE_DROPPED_THE_METRIC_AND_THE_TWO_FRAME_CHECK_WAS_LIVE_ONLY_WHERE_IT_COULD_NOT_FIRE.md	Cauchy–Binet metric repair and dead two-frame check verified; 2,424 workspace tests passed, 19 ignored	keep	research/records/2026-08-18_THE_BLADE_DROPPED_THE_METRIC_AND_THE_TWO_FRAME_CHECK_WAS_LIVE_ONLY_WHERE_IT_COULD_NOT_FIRE.md; compare exact geometric owners	Read repair-specific tests and suite count; not rerun.	Keep the bug/correction record to prevent reintroducing a vacuous metric check.
research/records/2026-08-18_THE_CLIMB_USED_THE_WRONG_ENDPOINT_AND_THE_DEGRADATION_WAS_A_DEPOSITED_LAW.md	measured wrong-endpoint climb and deposited degradation law; cyclic-subgroup identity independently source-checked	keep	research/records/2026-08-18_THE_CLIMB_USED_THE_WRONG_ENDPOINT_AND_THE_DEGRADATION_WAS_A_DEPOSITED_LAW.md; compare winding/cyclic subgroup owners	Inspected named driver and attribution; no run.	Keep the endpoint counterexample and derived degradation boundary.
research/records/2026-08-18_THE_GATE_WAS_THE_MECHANISM_AND_THE_EMISSION_COMPOSES_ONCE_IT_IS_A_COORDINATE.md	measured gate mechanism/emission composition with horizon as coordinate; cocycle/product and Lagrange identities asserted in run	keep	research/records/2026-08-18_THE_GATE_WAS_THE_MECHANISM_AND_THE_EMISSION_COMPOSES_ONCE_IT_IS_A_COORDINATE.md; compare docs/HNN_FORMULA.md	Read exact run and separation of proof from interpretation; no rerun.	Keep as a bounded generator/emission result.
research/records/2026-08-18_THE_HANKEL_RANK_DOES_NOT_SATURATE_SO_THE_COMPRESSION_IS_SPARSITY_AND_IT_IS_EXACT.md	measured Hankel-rank non-saturation and exact sparsity-compression result	keep	research/records/2026-08-18_THE_HANKEL_RANK_DOES_NOT_SATURATE_SO_THE_COMPRESSION_IS_SPARSITY_AND_IT_IS_EXACT.md; compare current compression guides	Inspected rank certificates and source receiver scope; no later exact rank result found.	Keep the exact finite sparsity result; do not generalize to universal compression.
research/records/2026-08-18_THE_MODEL_AND_THE_PRODUCTION_MET_AND_THE_ANSWER_IS_A_BLOCK_NOT_A_PICK.md	measured model/production join: answer is a block rather than pick, with exact controls	keep	research/records/2026-08-18_THE_MODEL_AND_THE_PRODUCTION_MET_AND_THE_ANSWER_IS_A_BLOCK_NOT_A_PICK.md; compare docs/HNN_FORMULA.md	Read built result and scope; no later exact comparison located.	Keep the bounded model-to-production observation.
research/records/2026-08-18_THE_MONOID_IS_APERIODIC_BY_CONSTRUCTION_SO_THE_CRYSTAL_NEEDS_THE_TURN.md	proved aperiodic monoid construction; crystal requires retained turn	keep	research/records/2026-08-18_THE_MONOID_IS_APERIODIC_BY_CONSTRUCTION_SO_THE_CRYSTAL_NEEDS_THE_TURN.md; compare docs/WINDING_CARRY_AND_PLACEMENT.md	Inspected proof scope and source/receiver distinction; no separate experiment.	Keep this standard algebraic result and its exact application limit.
research/records/2026-08-18_THE_SEAL_IS_A_QUOTIENT_SO_WHAT_IS_DEPOSITED_IS_WHAT_IT_ADMITTED_AND_TWO_CONTROLS_WERE_VACUOUS.md	measured seal quotient with two vacuous controls; admission limited to what seal actually admitted	keep	research/records/2026-08-18_THE_SEAL_IS_A_QUOTIENT_SO_WHAT_IS_DEPOSITED_IS_WHAT_IT_ADMITTED_AND_TWO_CONTROLS_WERE_VACUOUS.md; compare docs/ELEMENTARY_OBJECTS.md	Read controls and result scope; no run.	Keep the counterexample to vacuous seal tests.
research/records/2026-08-18_THE_SECTION_STAYED_ON_THE_CARD_ONE_LAYER_IS_RESIDENT_AND_PHOENIX_IS_STILL_A_STATION_AWAY.md	one layer resident on card; Phoenix still one station away; device-residency limitation explicitly bounded	keep	research/records/2026-08-18_THE_SECTION_STAYED_ON_THE_CARD_ONE_LAYER_IS_RESIDENT_AND_PHOENIX_IS_STILL_A_STATION_AWAY.md; compare docs/plans/THE_REPOSITORY_RESTRUCTURE.md	Inspected source/device placement and explicit open Phoenix boundary; no rerun.	Keep as unique residency evidence; do not treat it as a complete device-resident network.
research/records/2026-08-18_THE_SITE_CONDUCTS_THE_CANDIDATES_ARE_SEPARATED_BY_ONE_ORDER_AND_THE_SOURCE_DEPARTS.md	measured site-candidate separation by one order with source departure; specific model receiver result	keep	research/records/2026-08-18_THE_SITE_CONDUCTS_THE_CANDIDATES_ARE_SEPARATED_BY_ONE_ORDER_AND_THE_SOURCE_DEPARTS.md; compare docs/WINDING_CARRY_AND_PLACEMENT.md	Read driver/material result; no exact current-owner duplication.	Keep its bounded site/source experiment.
research/records/2026-08-19_THE_FILLED_POLYGON_IS_A_TWO_CHAIN_THE_COSMOLOGICAL_FLOW_IS_A_SYMMETRY_QUOTIENT_AND_THE_EQUATION_ATLAS_RETAINS_ITS_FIBRES.md	1,300-line mathematical derivation: filled polygon two-chain, cosmological flow symmetry quotient and equation-atlas fibers	keep	research/records/2026-08-19_THE_FILLED_POLYGON_IS_A_TWO_CHAIN_THE_COSMOLOGICAL_FLOW_IS_A_SYMMETRY_QUOTIENT_AND_THE_EQUATION_ATLAS_RETAINS_ITS_FIBRES.md; compare docs/HOLONIC_FLUID_CONSTRUCTION.md and docs/MASS_ENERGY_AND_CAUSAL_TRANSPORT.md	Reviewed claim grades, standard identities and open correspondence boundaries; no new experiment claimed.	Keep as sole detailed source derivation spanning boundary chains and cosmological symmetry; no endpoint is implied.
research/records/2026-08-20_AN_APERTURE_IS_LEGAL_ONLY_IN_ITS_FRAME.md	proved aperture legality only relative to declared frame; one named iteration closes with a witness/negative and schedules nothing	keep	research/records/2026-08-20_AN_APERTURE_IS_LEGAL_ONLY_IN_ITS_FRAME.md; compare docs/HOLON.md and docs/RECEIVER_HOLARCHY.md	Inspected exact witness and formal scope; no duplicate theorem identified.	Keep the bounded proof result and its receiver frame.
research/records/2026-08-20_AN_AUDIT_REQUEST_FOR_THE_MILLENNIUM_LEAN_DEVELOPMENT.md	audit request/handoff for Millennium Lean development; request only, no result or schedule	fold	docs/plans/THE_REPOSITORY_RESTRUCTURE.md §0.10 and §4 R3; docs/plans/census/LEAN_R0.tsv	Current R3 plan and Lean census directly own the dependency-closure review. This older request contributes no completed theorem/measurement.	Transfer any still-active import/audit obligation into the R3 census; retire the unexecuted request.
research/records/2026-08-20_THE_CHEAPEST_SPLIT_IS_A_FIXED_LOCUS_AND_A_COST_WORD_IS_A_CHRONOLOGY.md	exact cheapest split/fixed-locus and cost-word chronology derivation; schedules no construction	keep	research/records/2026-08-20_THE_CHEAPEST_SPLIT_IS_A_FIXED_LOCUS_AND_A_COST_WORD_IS_A_CHRONOLOGY.md; compare docs/RH_CENTERED_CURRENT_UPPER_BOUND.md and docs/WINDING_CARRY_AND_PLACEMENT.md	Inspected exact proof and interpretation grades; no identical current statement found.	Keep as a distinct mathematical result; do not promote the RH correspondence.
research/records/2026-08-20_THE_CUTOFF_HAS_A_LARGEST_SOLUTION.md	proved cutoff has a largest solution with witness and negative; loop iteration result, schedules nothing	keep	research/records/2026-08-20_THE_CUTOFF_HAS_A_LARGEST_SOLUTION.md; compare current RH formal records	Read witness/negative and exact theorem scope; no run required.	Keep the bounded proof result and source-specific cutoff.
research/records/2026-08-20_THE_HARDWARE_FOUNDATION_STANDS_THE_NATIVE_ARM_IS_NOT_THE_LIFT_AND_PHOENIX_REMAINS_OPEN.md	Phoenix hardware foundation audit; native arm is not lift; old Phoenix phase remains open; no capability created by audit	keep	research/records/2026-08-20_THE_HARDWARE_FOUNDATION_STANDS_THE_NATIVE_ARM_IS_NOT_THE_LIFT_AND_PHOENIX_REMAINS_OPEN.md; compare docs/plans/THE_REPOSITORY_RESTRUCTURE.md	Read source/artifact/test chronology and explicit interpretation/open boundary; current restructure changes architecture but does not regrade the old Phoenix evidence.	Keep as a historical source audit; do not schedule Phoenix from it.
research/records/2026-08-20_THE_INDEX_STATEMENT_IS_THE_REVERSE_OF_CAUCHY_SCHWARZ.md	index statement is reverse Cauchy–Schwarz; consolidation/derivation only and schedules nothing	keep	research/records/2026-08-20_THE_INDEX_STATEMENT_IS_THE_REVERSE_OF_CAUCHY_SCHWARZ.md; compare formal Hodge/index owners	Inspected proof statement and mathematical source; no run.	Keep this specific exact inequality and source conditions.
research/records/2026-08-20_THE_LIFTED_BODY_WAS_CULTIVATED_THE_FACTOR_WORD_STAYED_ON_THE_CARD_AND_ABLATION_RETURNED_THE_PREDECESSOR.md	Phoenix W3 measured construction: resident factor word, rank-one morphology, four cultivated continuations and ablation restores predecessor	keep	research/records/2026-08-20_THE_LIFTED_BODY_WAS_CULTIVATED_THE_FACTOR_WORD_STAYED_ON_THE_CARD_AND_ABLATION_RETURNED_THE_PREDECESSOR.md; compare current device plan	Read exact W3 scope, ablation and open W4 boundary; not rerun.	Keep as unique on-card cultivation evidence.
research/records/2026-08-20_THE_LIFT_RETURNS_ITS_DEFECT_THE_FIBRES_PARTITION_THE_REALS_AND_THE_RECOMBINATION_IS_ABSENT_FROM_THE_SOURCE_CLOSURE.md	P1 cross-chart lift: exact χ/Φ receipts, BF16 reconstruction fibers and two-cause ablation; bounded recombination absent from source closure	keep	research/records/2026-08-20_THE_LIFT_RETURNS_ITS_DEFECT_THE_FIBRES_PARTITION_THE_REALS_AND_THE_RECOMBINATION_IS_ABSENT_FROM_THE_SOURCE_CLOSURE.md; compare formal transport owners	Inspected finite-fiber census, test/ablation claims and declared aperture; no run.	Keep the measured lift defect and explicit missing recombination.
research/records/2026-08-20_THE_NATIVE_REST_CONDUCTS_THE_DISSECTION_IS_UNCHANGED_AND_EVERY_TEMPTING_QUOTIENT_REOPENS.md	Phoenix W2 exact native rest/dissection; 16 matched interventions/168 comparison cells; one-shot quotient counterexamples	keep	research/records/2026-08-20_THE_NATIVE_REST_CONDUCTS_THE_DISSECTION_IS_UNCHANGED_AND_EVERY_TEMPTING_QUOTIENT_REOPENS.md; compare retention/standing sources	Read status and counterexamples; no run.	Keep exact W2 result and open cultivation/frozen-inference boundaries.
research/records/2026-08-20_THE_REST_IS_CULTIVATED_THE_DELTA_IS_DERIVED_AND_THE_ABLATION_RESTORES_THE_PREDECESSOR_OCTET_FOR_OCTET.md	Phoenix P3 cultivated rest/delta; ablation restores predecessor octet-for-octet; metric/foil/held-out controls	keep	research/records/2026-08-20_THE_REST_IS_CULTIVATED_THE_DELTA_IS_DERIVED_AND_THE_ABLATION_RESTORES_THE_PREDECESSOR_OCTET_FOR_OCTET.md; compare retention guides	Inspected matched controls and source attribution; no rerun.	Keep the unique cultivation/ablation result.
research/records/2026-08-20_THE_STANDING_APPLICATION_MOUNTED_THE_CULTIVATED_BODY_AND_SIX_FRESH_CURRENTS_RETURNED_FROM_THE_CARD.md	Phoenix W4 runtime return: cultivated body mounted; six fresh card processes and exact semantic/apparatus receipts; further modality/extents open	keep	research/records/2026-08-20_THE_STANDING_APPLICATION_MOUNTED_THE_CULTIVATED_BODY_AND_SIX_FRESH_CURRENTS_RETURNED_FROM_THE_CARD.md; compare device boundaries	Read exact process counts and open boundaries; not rerun.	Keep as a scoped multi-process on-card application result.
research/records/2026-08-20_THE_TRANSPORT_DOES_NOT_CONDENSE_THE_TREE_FALLS_FOR_FREE_AND_NO_FACTOR_IS_QUOTED.md	Phoenix P2 exact negative: transport does not condense, tree falls free, no factor is quoted; measured lumpability and open receiver rows	keep	research/records/2026-08-20_THE_TRANSPORT_DOES_NOT_CONDENSE_THE_TREE_FALLS_FOR_FREE_AND_NO_FACTOR_IS_QUOTED.md; compare current compression guides	Inspected exact negative and held-open manifest rows; no rerun.	Keep this counterexample to unlicensed transport compression.
research/records/2026-08-20_THE_WHOLE_FOREIGN_MAP_CROSSED_ONCE_AND_THE_NATIVE_REST_RETURNED_WITHOUT_ITS_SOURCE.md	Phoenix W1 foreign map crossed once; native rest returned without source; exact content identity/process-local source audit	keep	research/records/2026-08-20_THE_WHOLE_FOREIGN_MAP_CROSSED_ONCE_AND_THE_NATIVE_REST_RETURNED_WITHOUT_ITS_SOURCE.md; compare docs/CONVERSATION_DATA.md	Read exact remount and process-local source-access proof; no tests rerun.	Keep its bounded rest/source-removal result.
research/records/2026-08-21_THE_CHORD_CLOSES_THE_FACE_FOR_THE_WHOLE_FAMILY_AND_THE_SECOND_FRAME_SEES_TWO_DIRECTIONS.md	BSD wall deed: chord closes family face; second frame exposes two directions; exact prime-field/rational verification	keep	research/records/2026-08-21_THE_CHORD_CLOSES_THE_FACE_FOR_THE_WHOLE_FAMILY_AND_THE_SECOND_FRAME_SEES_TWO_DIRECTIONS.md; compare current BSD/Hodge research owners	Inspected derivation and exact checks; no external BSD conclusion asserted.	Keep the limited wall result and its no-schedule status.
research/records/2026-08-21_THE_CODEC_EXCITED_THE_ACTIVE_COVER_THE_PREFIX_RETURNED_BY_PULLBACK_AND_M2_PASSED.md	M2 exact codec/active-cover excitation; prefix pullback returned and M2 passed; apparatus/family bounds declared	keep	research/records/2026-08-21_THE_CODEC_EXCITED_THE_ACTIVE_COVER_THE_PREFIX_RETURNED_BY_PULLBACK_AND_M2_PASSED.md; compare M1/M2 planning in current restructure	Read full acceptance boundary and source coverage; no rerun.	Keep as historical M2 execution evidence; do not infer M3/native quotient.
research/records/2026-08-21_THE_FACE_CLOSES_ON_EVERY_TWIST_AND_THE_TWO_DIRECTIONS_AT_THIRTY_FOUR_ESCAPE_THE_TORSION_AND_THE_DOUBLES.md	proved all-twist closure and two directions at 34 escape torsion/doubles; exact rational/sample checks	keep	research/records/2026-08-21_THE_FACE_CLOSES_ON_EVERY_TWIST_AND_THE_TWO_DIRECTIONS_AT_THIRTY_FOUR_ESCAPE_THE_TORSION_AND_THE_DOUBLES.md; compare formal number-theory sources	Inspected exact sample count and symbolic witnesses; no new sweep.	Keep as a distinct bounded number-theory result.
research/records/2026-08-21_THE_FACE_IS_A_HOMOMORPHISM_EVERYWHERE_AND_THE_RANK_ONE_DESCENT_CERTIFICATE_IS_UNCONDITIONAL.md	proved face homomorphism and unconditional rank-one descent certificate; exact rational pre-encoding checks	keep	research/records/2026-08-21_THE_FACE_IS_A_HOMOMORPHISM_EVERYWHERE_AND_THE_RANK_ONE_DESCENT_CERTIFICATE_IS_UNCONDITIONAL.md; compare Lean source/corpus	Read proof contract and exact pre-encoding checks; no new samples.	Keep the specific rank-one theorem and source scope.
research/records/2026-08-21_THE_FOUR_BODIES_RETURNED_THE_CAUSAL_PREFIX_HELD_AND_PHOENIX_REBIRTH_PASSED.md	Phoenix W5 rebirth passed for named Gemma instance; exact grade artifact and 16.5 MB score file; not arbitrary-model theorem	keep	research/records/2026-08-21_THE_FOUR_BODIES_RETURNED_THE_CAUSAL_PREFIX_HELD_AND_PHOENIX_REBIRTH_PASSED.md; compare current hardware/roadmap	Read grade hash/size and bounded model/device scope; artifact was not rerun.	Keep as a specific product/application result, not a compression-factor theorem.
research/records/2026-08-21_THE_HALF_TURN_PRIMES_ARE_NEVER_CONGRUENT_AND_ONE_DESCENT_REFUSES_AN_INFINITE_TWIST_FAMILY.md	proved half-turn prime noncongruence and a descent refusal of an infinite twist family	keep	research/records/2026-08-21_THE_HALF_TURN_PRIMES_ARE_NEVER_CONGRUENT_AND_ONE_DESCENT_REFUSES_AN_INFINITE_TWIST_FAMILY.md; compare exact arithmetic owners	Inspected theorem grades and finite proof witness; no run needed.	Keep its exact source arithmetic result.
