path	lines	elementary object/application	consumers (current static caller signal)	superseding owner	disposition	target	verification
applications/holon-plate/src/plate.rs	403	application source; elementary object mapping unresolved pending semantic owner review	56 tracked source files mention `plate` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/census.rs, applications/holon-plate/src/deed.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/registry.rs, applications/holon-plate/src/schema.rs, applications/holon-plate/src/schemas/conditioned.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/registry.rs	258	application source; elementary object mapping unresolved pending semantic owner review	23 tracked source files mention `registry` as an identifier; examples: applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/schemas/mod.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/plate_mouth.rs, crates/holonic-circulation-abi/src/lib.rs, crates/holonic-engine/examples/the_route_between_two_named_entities.rs, crates/holonic-engine/src/conditioned_derivation.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schema.rs	236	application source; elementary object mapping unresolved pending semantic owner review	625 tracked source files mention `schema` as an identifier; examples: applications/derivation-atlas/src/main.rs, applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/census.rs, applications/holon-plate/src/deed.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/plate.rs, applications/holon-plate/src/registry.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schemas/conditioned.rs	127	application source; elementary object mapping unresolved pending semantic owner review	114 tracked source files mention `conditioned` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/schemas/mod.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/plate_mouth.rs, crates/holonic-core/src/exact_value.rs, crates/holonic-core/src/inertia.rs, crates/holonic-core/src/reaction.rs, crates/holonic-engine/examples/arithmetic_dimensional_receiver.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schemas/current.rs	189	application source; elementary object mapping unresolved pending semantic owner review	834 tracked source files mention `current` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/derivation-atlas/src/main.rs, applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/deed.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/plate.rs, applications/holon-plate/src/registry.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schemas/mod.rs	30	application source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schemas/rebase.rs	458	application source; elementary object mapping unresolved pending semantic owner review	131 tracked source files mention `rebase` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/schemas/mod.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/cli.rs, crates/holonic-body/src/carriage.rs, crates/holonic-body/src/incidence.rs, crates/holonic-body/src/num.rs, crates/holonic-core/src/exact_linear.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/schemas/training.rs	164	application source; elementary object mapping unresolved pending semantic owner review	58 tracked source files mention `training` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/deed.rs, applications/holon-plate/src/plate.rs, applications/holon-plate/src/schemas/mod.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/cli.rs, applications/holon-plate/tests/plate_mouth.rs, applications/holonics-workbench/src/adapters/hna.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/src/tests.rs	1566	application source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/tests/cli.rs	518	application source; elementary object mapping unresolved pending semantic owner review	5 tracked source files mention `cli` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/main.rs, applications/holonics-workbench/tests/adapters.rs, crates/holonic-life/examples/the_material_mouth_seals_the_declared_body.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holon-plate/tests/plate_mouth.rs	692	application source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `plate_mouth` as an identifier; examples: crates/holonic-life/src/form_mouth.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/engine.rs	139	application source; elementary object mapping unresolved pending semantic owner review	389 tracked source files mention `engine` as an identifier; examples: accelerators/cuda-smoke/src/lib.rs, applications/holon-plate/src/schemas/conditioned.rs, applications/holon-plate/src/schemas/mod.rs, applications/holon-plate/src/schemas/rebase.rs, applications/holon-plate/tests/cli.rs, applications/holonics-workbench/src/adapters/mod.rs, applications/holonics-workbench/src/protocol.rs, applications/holonics-workbench/src/runtime.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/eros.rs	315	application source; elementary object mapping unresolved pending semantic owner review	53 tracked source files mention `eros` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/mod.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-body/src/manifold/tests_core.rs, crates/holonic-engine/examples/the_application_infers_from_the_cultivated_phoenix_rest_on_the_card.rs, crates/holonic-engine/src/landauer.rs, crates/holonic-engine/src/statement_grammar.rs, crates/holonic-life/examples/eros_agentic_research_conversation.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/hna.rs	220	application source; elementary object mapping unresolved pending semantic owner review	44 tracked source files mention `hna` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/mod.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/main.rs, applications/holonics-workbench/src/runtime.rs, applications/holonics-workbench/src/session_stream.rs, applications/holonics-workbench/tests/mathematical_session_process.rs, applications/holonics-workbench/tests/native_checkpoint_process.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/mod.rs	31	application source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/soulkiller.rs	130	application source; elementary object mapping unresolved pending semantic owner review	21 tracked source files mention `soulkiller` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/mod.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-engine/src/holonic_intelligence/operative_atlas.rs, crates/holonic-engine/src/holonic_intelligence/operative_condensation.rs, crates/holonic-engine/src/holonic_intelligence/operative_morphology.rs, crates/holonic-engine/src/lib.rs, crates/holonic-engine/src/native_anatomy.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/adapters/workspace.rs	142	application source; elementary object mapping unresolved pending semantic owner review	141 tracked source files mention `workspace` as an identifier; examples: applications/holonics-workbench/src/adapters/mod.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/presentation.rs, applications/holonics-workbench/src/runtime.rs, applications/holonics-workbench/tests/adapters.rs, applications/holonics-workbench/tests/workspace_cli.rs, crates/holonic-core/src/exact_value.rs, crates/holonic-core/src/rational_polynomial.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/cli.rs	1002	application source; elementary object mapping unresolved pending semantic owner review	5 tracked source files mention `cli` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/main.rs, applications/holonics-workbench/tests/adapters.rs, crates/holonic-life/examples/the_material_mouth_seals_the_declared_body.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/command.rs	233	application source; elementary object mapping unresolved pending semantic owner review	77 tracked source files mention `command` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/derivation-atlas/src/main.rs, applications/holon-plate/src/main.rs, applications/holon-plate/tests/plate_mouth.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/eros.rs, applications/holonics-workbench/src/adapters/hna.rs, applications/holonics-workbench/src/adapters/soulkiller.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/event.rs	49	application source; elementary object mapping unresolved pending semantic owner review	347 tracked source files mention `event` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/derivation-atlas/src/main.rs, applications/holon-plate/src/schemas/current.rs, applications/holon-plate/src/schemas/rebase.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/plate_mouth.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/lib.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/lib.rs	34	application source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/main.rs	211	application source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/presentation.rs	721	application source; elementary object mapping unresolved pending semantic owner review	223 tracked source files mention `presentation` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/render.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-abi/src/holon.rs, crates/holonic-abi/src/lib.rs, crates/holonic-abi/src/presentation.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/protocol.rs	107	application source; elementary object mapping unresolved pending semantic owner review	5 tracked source files mention `protocol` as an identifier; examples: applications/holonics-workbench/src/lib.rs, crates/holonic-engine/src/platform_x11.rs, crates/holonic-engine/src/receiver_current.rs, crates/holonic-life/src/lean_mathematics/ecology.rs, crates/holonics-hna/src/stream.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/render.rs	28	application source; elementary object mapping unresolved pending semantic owner review	123 tracked source files mention `render` as an identifier; examples: applications/holon-plate/src/census.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/schemas/rebase.rs, applications/holonics-workbench/src/lib.rs, crates/holonic-body/src/manifold.rs, crates/holonic-engine/examples/certified_presentation_workbench.rs, crates/holonic-engine/examples/complex_six_sphere_torus_transport.rs, crates/holonic-engine/examples/conditioned_derivation_body.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/runtime.rs	989	application source; elementary object mapping unresolved pending semantic owner review	66 tracked source files mention `runtime` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/eros.rs, applications/holonics-workbench/src/adapters/soulkiller.rs, applications/holonics-workbench/src/adapters/workspace.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/store.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/session_stream.rs	520	application source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `session_stream` as an identifier; examples: applications/holonics-workbench/src/lib.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/src/store.rs	27	application source; elementary object mapping unresolved pending semantic owner review	52 tracked source files mention `store` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holon-plate/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/soulkiller.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-body/src/carriage.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/tests/adapters.rs	247	application source; elementary object mapping unresolved pending semantic owner review	13 tracked source files mention `adapters` as an identifier; examples: applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/eros.rs, applications/holonics-workbench/src/adapters/hna.rs, applications/holonics-workbench/src/adapters/soulkiller.rs, applications/holonics-workbench/src/adapters/workspace.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-engine/src/corpus_census.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/tests/mathematical_session_process.rs	144	application source; elementary object mapping unresolved pending semantic owner review	0 tracked source files mention `mathematical_session_process` as an identifier; examples: none	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/tests/native_checkpoint_process.rs	254	application source; elementary object mapping unresolved pending semantic owner review	0 tracked source files mention `native_checkpoint_process` as an identifier; examples: none	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/tests/seeded_wave_context_process.rs	109	application source; elementary object mapping unresolved pending semantic owner review	0 tracked source files mention `seeded_wave_context_process` as an identifier; examples: none	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
applications/holonics-workbench/tests/workspace_cli.rs	139	application source; elementary object mapping unresolved pending semantic owner review	0 tracked source files mention `workspace_cli` as an identifier; examples: none	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/active.rs	1328	crate source; elementary object mapping unresolved pending semantic owner review	220 tracked source files mention `active` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/schemas/current.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/plate_mouth.rs, applications/holonics-workbench/src/adapters/workspace.rs, applications/holonics-workbench/src/cli.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/conduct.rs	287	crate source; elementary object mapping unresolved pending semantic owner review	351 tracked source files mention `conduct` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/adapters/workspace.rs, applications/holonics-workbench/src/cli.rs, applications/holonics-workbench/src/presentation.rs, applications/holonics-workbench/src/runtime.rs, applications/holonics-workbench/tests/workspace_cli.rs, crates/holonic-abi/src/active.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/contact.rs	27	crate source; elementary object mapping unresolved pending semantic owner review	424 tracked source files mention `contact` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holon-plate/src/schemas/current.rs, applications/holonics-workbench/src/adapters/eros.rs, crates/holonic-abi/src/active.rs, crates/holonic-abi/src/conduct.rs, crates/holonic-abi/src/holon.rs, crates/holonic-abi/src/lib.rs, crates/holonic-abi/src/live_event_cuda.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/current.rs	44	crate source; elementary object mapping unresolved pending semantic owner review	835 tracked source files mention `current` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/derivation-atlas/src/main.rs, applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/deed.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/plate.rs, applications/holon-plate/src/registry.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/emission.rs	776	crate source; elementary object mapping unresolved pending semantic owner review	171 tracked source files mention `emission` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/presentation.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-abi/src/conduct.rs, crates/holonic-abi/src/lib.rs, crates/holonic-abi/src/live_event_cuda.rs, crates/holonic-body/src/manifold.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/holon.rs	1338	crate source; elementary object mapping unresolved pending semantic owner review	109 tracked source files mention `holon` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/lib.rs, applications/holon-plate/src/main.rs, applications/holon-plate/src/plate.rs, applications/holon-plate/src/registry.rs, applications/holon-plate/src/schemas/rebase.rs, applications/holon-plate/tests/cli.rs, applications/holon-plate/tests/plate_mouth.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/lib.rs	50	crate source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/live_event_cuda.rs	475	crate source; elementary object mapping unresolved pending semantic owner review	4 tracked source files mention `live_event_cuda` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, crates/holonic-abi/src/lib.rs, crates/holonic-life/src/live_current_cuda.rs, crates/holonic-mount/src/live_event_launch.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/material_shadow_cuda.rs	38	crate source; elementary object mapping unresolved pending semantic owner review	6 tracked source files mention `material_shadow_cuda` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, crates/holonic-abi/src/lib.rs, crates/holonic-life/examples/the_code_material_returns_its_world_line.rs, crates/holonic-life/src/algorithmic_material.rs, crates/holonic-life/src/lib.rs, crates/holonic-life/src/material_shadow_cuda.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/morphological_condition_cuda.rs	106	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `morphological_condition_cuda` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, crates/holonic-abi/src/lib.rs, crates/holonic-life/src/morphological_language/condition_cuda.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/morphological_conduct_cuda.rs	387	crate source; elementary object mapping unresolved pending semantic owner review	4 tracked source files mention `morphological_conduct_cuda` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, crates/holonic-abi/src/lib.rs, crates/holonic-life/src/morphological_language/conduct.rs, crates/holonic-life/src/morphological_language/conduct_cuda.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/presentation.rs	285	crate source; elementary object mapping unresolved pending semantic owner review	222 tracked source files mention `presentation` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, applications/holonics-workbench/src/adapters/engine.rs, applications/holonics-workbench/src/lib.rs, applications/holonics-workbench/src/render.rs, applications/holonics-workbench/src/runtime.rs, crates/holonic-abi/src/holon.rs, crates/holonic-abi/src/lib.rs, crates/holonic-abi/src/tests.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-abi/src/recurrent_law_cuda.rs	81	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `recurrent_law_cuda` as an identifier; examples: accelerators/cuda-kernel/src/lib.rs, crates/holonic-abi/src/lib.rs, crates/holonic-life/src/recurrent_section_cuda.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
