analytic.residual-release	navigator, receiver	ż = −f(z)/f′(z) ⇒ d/dt f(z(t)) = −f(z(t));  normalized gradient −conj(f′) f/|f′|² = −f/f′	following the negative Newton residual releases the residual at unit rate; the normalized residual gradient is the Newton direction	f′(z) ≠ 0; exponential decay needs a separate ODE argument	L:Mathematics/AnalyticNavigation:hasDerivAt_residual_release; L:Mathematics/AnalyticNavigation:normalizedResidualDirection_eq_newtonDirection	formal-checked	uses:analytic.newton-derivative
analytic.affine-covariance	navigator, swing	g(a z + b) = c f(z) ⇒ g′(a z + b) = c f′(z)/a	affine covariance transports the source and its jets together under a coordinate change	a ≠ 0	L:Mathematics/AnalyticNavigation:hasDerivAt_affinePullback; L:Mathematics/AnalyticNavigation:affinePullback_value	formal-checked	
analytic.admitted-newton	navigator, receiver, epoch	step(some z) = some y ⇔ f′(z)(y − z) + λ f(z) = 0 (z in domain, f′(z) ≠ 0);  step(none) = none;  first-arrival populations conjugate under changing charts	analytic navigation as a receiving recurrence: absent values are an absorbing refusal face, and first-arrival populations transport through changing chart equivalences	declared source domain	L:Mathematics/AnalyticReceiving:admittedNewtonStep_some_iff; L:Mathematics/AnalyticReceiving:absent_step_absorbing; L:Mathematics/AnalyticReceiving:changing_firstArrival_population_conjugate	formal-checked	uses:infer.first-arrival-population
series.exact-dilation	navigator, compression	X ↦ X^k: coeff_n(F(X^k)) = coeff_{n/k}(F) if k | n, else 0;  a ring homomorphism (sums, products, powers)	exact power-series dilation has a coefficient receiver whose predecessor fibre is the single address n/k or empty	k ≠ 0, integer power series	L:Mathematics/PowerSeriesExactDilation:coeff_exactDilate; L:Mathematics/PowerSeriesExactDilation:exactDilate_mul	formal-checked	uses:info.preimage-fibre
prime.affine-return-divisor	navigator, cycle, epoch	gcd(a, d) = 1 ⇒ x ↦ ax + b permutes ZMod d, 0 returns within ≤ d steps;  a > 1, z > 1, gcd(a, z) = 1 ⇒ ∃ n ≤ z: (ax + b)^{[n]}(z) is composite	a finite injective action returns every state within the space's size; with strict integer growth a modular return to 0 certifies a proper divisor of the orbit term without factoring	fixed action (a changing sequence does not satisfy it)	L:Mathematics/AffineOrbitDivisor:natAffine_proper_divisor_return; L:Mathematics/AffineOrbitDivisor:affineMap_periodic_return; L:Mathematics/AffineOrbitDivisor:finite_injective_return; L:Mathematics/AffineOrbitDivisor:natAffine_proper_divisor_certificate	formal-checked	uses:ratio.div-rem
arith.prime-valuation	ratio, compression, landmark	n = ∏_p p^{v_p(n)} (n ≠ 0);  p^k | n, p^{k+1} ∤ n ⇒ v_p(n) = k	the complete prime-valuation atlas reconstructs every nonzero population exactly; a numeral is one radix face of it, and exact divisibility plus one refusal determines a coordinate without a factoring algorithm	p prime, n ≠ 0	L:Foundation/PrimeValuationRadixAtlas:thePrimeValuationAtlasReconstructs; L:Foundation/PrimeValuationRadixAtlas:primeValuation_eq_of_pow_dvd_not_dvd; L:Foundation/PrimeValuationRadixAtlas:primeValuationAtlas	formal-checked	instance-of:ratio.div-rem
radix.exact-chart	ratio, receiver	n = b^d·r, b ∤ r, r ≠ 0, d maximal: d and r unique;  v_p(n) = d·v_p(b) + v_p(r) for every prime p;  atlas(n) = d·atlas(b) + atlas(r)	an exact radix chart returns depth and terminal residual uniquely, and every prime coordinate is transported exactly through it (e.g. 42·10¹⁷ reads depth 17, residual 42)	b ≥ 2, n ≠ 0	L:Foundation/PrimeValuationRadixAtlas:theExactChartIsUnique; L:Foundation/PrimeValuationRadixAtlas:thePrimeValuationBalances; L:Foundation/PrimeValuationRadixAtlas:thePrimeValuationAtlasBalances; L:Foundation/PrimeValuationRadixAtlas:theResidualIsTerminal; L:Foundation/PrimeValuationRadixAtlas:theReturnedPowerDivides	formal-checked	uses:arith.prime-valuation, equiv:coupling.prime-radix-atlas
radix.prime-witness-depth	ratio, landmark	p | b, v_p(n) = d, n = b^d r ⇒ (d, r) is the maximal chart	a prime coordinate of the radix whose valuation equals the proposed depth certifies maximality of the radix chart	b ≥ 2, n ≠ 0, p prime	L:Foundation/PrimeValuationRadixAtlas:ofPrimeWitness	definition	uses:radix.exact-chart
prime.additive-caustic	landmark, ratio	v_p(a) = v_p(b) = e < v_p(a + b);  scaling both by s > 0 transports it with entry depth v_p(s) + e	an additive prime caustic is a return jump of p-adic depth at a sum; multiplying both incident populations adds exactly the scale's valuation	p prime, a, b, s > 0	L:Foundation/PrimeValuationRadixAtlas:theCausticTransportsThroughCommonScale	formal-checked	uses:arith.prime-valuation
radix.euclidean-chart	ratio, cycle, compression	ℤ ≃ ZMod m × ℤ, x ↦ (x mod m, ⌊x/m⌋);  residue fibre ≃ ℤ (the winding);  q(x) = q(y) ⇔ m | y − x;  source(r, w+1) = source(r, w) + m	the Euclidean chart is lossless: taking the residue moves the quotient into the preimage fibre as a signed winding axis rather than destroying it	modulus m > 0	L:Foundation/EuclideanResidueTransport:intEuclideanChart; L:Foundation/EuclideanResidueTransport:intResiduePreimageFibreEquiv; L:Foundation/EuclideanResidueTransport:intResidue_eq_iff_dvd_difference; L:Foundation/EuclideanResidueTransport:orientedSource_forward	formal-checked	instance-of:ratio.div-rem, uses:info.preimage-fibre
radix.zero-residue-divisibility	ratio, compression	x mod m = 0 ⇔ ∃ multiplication witness m·k = x;  natural residue equality ⇔ x ≡ y (mod m)	scalar divisibility is exactly occupancy of the zero-residue fibre; it does not define division of the source	m > 0	L:Foundation/EuclideanResidueTransport:natZeroResidue_iff_factorWitness; L:Foundation/EuclideanResidueTransport:natResidue_eq_iff_modEq	formal-checked	uses:radix.euclidean-chart
radix.sign-seam-rebase	ratio, swing	−3 mod 8: Euclidean/floor (5, −1), truncated (−3, 0); both reconstruct −3;  floor = Euclidean everywhere, truncated = Euclidean on x ≥ 0	crossing the sign seam rebases the residue representative and the winding together; truncation and floor are two lossless charts of one source	integer sources, positive modulus	L:Foundation/EuclideanResidueTransport:negativeThree_modEight_crossSection_rebase; L:Foundation/EuclideanResidueTransport:intFloorCoordinates_eq_euclidean; L:Foundation/EuclideanResidueTransport:intTruncatedCoordinates_eq_euclidean_of_nonnegative	formal-checked	uses:radix.euclidean-chart
arith.mobius-mertens	landmark, complex	M(N) = Σ_{0<n≤N} μ(n) = Σ_{odd m ∈ (N/2, N]} μ(m) = Σ_k (−1)^k #{odd squarefree m ∈ (N/2, N] : Ω(m) = k};  μ(2k) = −μ(k) for odd k, 0 otherwise;  χ̃(K_N) = −M(N)	the Mertens function lives in the top odd octave and is minus the reduced Euler characteristic of the prime simplex	N ∈ ℕ	L:Mathematics/PrimeSimplex:mertens_eq_oddOctave; L:Mathematics/PrimeSimplex:mertens_eq_alternating_octave; L:Mathematics/PrimeSimplex:moebius_two_mul; L:Mathematics/PrimeSimplex:reducedEuler_eq_neg_mertens	formal-checked	equiv:rh.prime-simplex-mertens, uses:rh.prime-simplex-octave
arith.hecke-euler	landmark, navigator	a_{mn} = a_m a_n (gcd(m,n) = 1);  a_{p^{k+2}} = a_p a_{p^{k+1}} − p a_{p^k} (p odd);  p ≡ 3 (4): a_{p^{k+2}} = −p a_{p^k};  shell class re + im ≡ 1 (4), im even, closed under products and rigid under ℤ[i]^×;  N(gcd(z, m)) = m for N(z) = mn, gcd(m,n) = 1	the Hecke coefficient stream of the Gaussian shell sums is multiplicative with the degree-two Euler recursion 1 − a_pT + pT², derived by Bézout algebra without factorization theory	Gaussian integers; odd primes for the recursion	L:EllipticCurve/HeckeEuler:heckeCoeff_mul; L:EllipticCurve/HeckeEuler:heckeCoeff_prime_pow_recursion; L:EllipticCurve/HeckeEuler:heckeCoeff_prime_pow_inert; L:EllipticCurve/HeckeEuler:heckeCoeff_prime_pow_split; L:EllipticCurve/HeckeEuler:norm_gcd_eq	formal-checked	equiv:bsd.hecke-coefficients, uses:trace.det-one-minus-tm
arith.theta-jacobi	landmark, navigator, cycle	∏_{n≥0}(1 − q^{2n+2})(1 + a q^{2n+1})(1 + a⁻¹ q^{2n+1}) = Σ_{m∈ℤ} a^m q^{m²};  a ↦ ε = ±1: ∏ = Σ ε^m q^{m²};  θ₃(1/t) = √t θ₃(t) (t > 0)	the Jacobi triple product is an equality of complete formal power-series bodies; unit specializations give the signed square theta series, and the real theta leg reflects at the scale fixed point t = 1	formal power series over Laurent polynomials; t > 0 for the reflection	L:Mathematics/JacobiTripleProductKernel:jacobi_triple_product; L:Mathematics/JacobiUnitSpecialization:jacobi_triple_product_unit_specialization; L:Mathematics/ThetaReflection:theThetaLegReflects	formal-checked	uses:bsd.theta-reflection-fixed-point
theta.euler-derivative	navigator, landmark	D(T^m) = m T^m (Laurent Euler derivative), Leibniz D(fg) = f Dg + (Df) g;  D(lhs) = D(rhs) for the Jacobi body	orientation differentiation acts on the Laurent coordinate exactly and commutes with the checked Jacobi equality	bivariate formal power series	L:Mathematics/JacobiEulerDerivative:jacobi_triple_product_euler_derivative; L:Mathematics/JacobiEulerDerivative:bivariateEulerDerivative_mul; L:Mathematics/JacobiEulerDerivative:coeff_laurentEulerDerivative	formal-checked	uses:arith.theta-jacobi
theta.jacobi-euler-cube	navigator, landmark	[q^d] ∏_{n≥1}(1 − q^{2n})³ = diagonal root current of m² + m = d;  at d = k² + k the roots are m ∈ {k, −k−1} and the coefficient is (−1)^k (2k+1) (Jacobi: Σ_k (−1)^k(2k+1) q^{k²+k})	Jacobi's cube identity: the diagonal a = −q of the differentiated triple product returns the completed even Euler cube, each triangular degree carrying the reflected root pair's weight (−1)^k(2k+1)	coefficientwise finite passage at every diagonal degree	L:Mathematics/JacobiFiniteDiagonalBridge:complete_receiver_eq_infiniteEvenEulerCube; L:Mathematics/JacobiFiniteDiagonalReceiver:finiteDiagonalReceiver_euler_lhs_triangular; L:Mathematics/JacobiFiniteDiagonalReceiver:triangular_diagonal_roots; L:Mathematics/JacobiFiniteDiagonalReceiver:diagonalRootCurrent_triangular	formal-checked	uses:theta.euler-derivative
theta.finite-diagonal	navigator, compression	at a = −q the finite product returns d/da-opened E_{n+1}² E_n;  the diagonal receiver at degree d needs only source coefficients below 2d + 2;  coefficients below the first omitted factor already equal the complete product's	a finite Jacobi body at its derived aperture returns exactly the complete diagonal coefficient: every step factors through a finite source population, with no limiting estimate	finite polynomial bodies; square-support cone m² ≤ n	L:Mathematics/JacobiFiniteDiagonalProduct:finiteDiagonalEulerDerivative_tripleProduct; L:Mathematics/JacobiFiniteDiagonalBridge:finiteDiagonalReceiver_eq_of_coeff_lt; L:Mathematics/JacobiFiniteDiagonalBridge:complete_receiver_eq_finiteTriple; L:Mathematics/JacobiEulerCubeStabilization:coeff_infiniteEvenEulerCube_eq_finiteNeighbor	formal-checked	uses:theta.jacobi-euler-cube
theta.square-cone	compression	positive factor supported in m ≥ 0, m² ≤ n; inverse factor in m ≤ 0, m² ≤ n; product in m² ≤ n;  Euler differentiation preserves the cone	the bivariate Jacobi carrier has a square-support cone that bounds every diagonal's outer-degree window	finite Jacobi factors	L:Mathematics/JacobiFiniteDiagonalCone:PositiveSquareCone.mul_negative; L:Mathematics/JacobiFiniteDiagonalBridge:finiteTriple_euler_cone; L:Mathematics/JacobiFiniteDiagonalBridge:polynomialDiagonalSupport_subset_range	formal-checked	uses:theta.finite-diagonal
analytic.copson-tail-surface	receiver, compression	E_n(a) = Σ_{k≥n} a_k²,  ρ_n = √E_n,  Σ(a) = Σ_n ρ_n/√(n+1),  mass(a) = Σ a_n;  E_n = a_n² + E_{n+1};  E(s·a) = s²E, ρ(s·a) = sρ, Σ(s·a) = sΣ	the Copson–de Bruijn tail receiver weights each unnormalized suffix radius by the inverse square root of its one-based start; the surface and the mass are both homogeneous of degree one	nonnegative finite sections, s ≥ 0	L:Mathematics/CopsonDeBruijnFiniteTail:tailEnergy_balance; L:Mathematics/CopsonDeBruijnFiniteTail:tailSurface_smul; L:Mathematics/CopsonDeBruijnFiniteTail:mass_smul; L:Mathematics/CopsonDeBruijnFiniteTail:tailRadius_smul	formal-checked	
analytic.copson-sharp-finite	receiver, compression	C_N = 1/min{Σ(a) : a ≥ 0, mass a = 1} (attained);  mass(a) ≤ C_N Σ(a) for every section of length N+1;  no smaller coefficient works	the finite sharp coefficient is the reciprocal of the attained minimum of the tail surface on the compact mass-one simplex, and by homogeneity it controls every section	N + 1 coordinates	L:Mathematics/CopsonDeBruijnFiniteSharp:mass_le_finiteSharpCoefficient_mul_tailSurface; L:Mathematics/CopsonDeBruijnFiniteSharp:finiteSharpCoefficient_attained; L:Mathematics/CopsonDeBruijnFiniteSharp:finiteSharpCoefficient_le_of_controls; L:Mathematics/CopsonDeBruijnFiniteSharp:exists_massOne_minimizer	formal-checked	uses:analytic.copson-tail-surface
analytic.copson-monotone-boundary	receiver, tower	zero extension keeps every old suffix, mass and surface ⇒ C_N ≤ C_{N+1};  C_∞ = sup_N C_N;  C_∞ ≤ c ⇔ ∀ a ≥ 0: mass(a) ≤ c Σ(a)	silent final extension makes the finite sharp coefficients monotone, and their supremum is exactly the least coefficient controlling every infinite nonnegative section	extended nonnegative reals	L:Mathematics/CopsonDeBruijnInfiniteBoundary:finiteSharpCoefficient_mono; L:Mathematics/CopsonDeBruijnInfiniteBoundary:infiniteSharpBoundary_le_coefficient_iff_controls; L:Mathematics/CopsonDeBruijnInfiniteBoundary:tailSurface_zeroExtend	formal-checked	uses:analytic.copson-sharp-finite
analytic.copson-strict-decrease	receiver, compression	the minimizer has every coordinate positive;  min Σ at N + 1 < min Σ at N;  1/√(N+1) ≤ ρ₀;  next weight 1/√(N+2) < Σ(a) on mass one	the attained mass-one tail surface strictly decreases whenever one genuine coordinate is added: the finite minimizer is interior and its last coordinate is positive at every length	mass-one sections	L:Mathematics/CopsonDeBruijnFiniteRecurrence:minimumTailSurface_succ_lt; L:Mathematics/CopsonDeBruijnFiniteRecurrence:minimizingSection_coordinate_pos; L:Mathematics/CopsonDeBruijnFiniteRecurrence:one_div_sqrt_card_le_first_tailRadius; L:Mathematics/CopsonDeBruijnFiniteRecurrence:next_weight_lt_tailSurface	formal-checked	uses:analytic.copson-sharp-finite
analytic.copson-euler-equations	receiver, compression	at the interior minimizer every Euler marginal equals min Σ;  Σ_i a_i ∂_iΣ = Σ (degree-one Euler identity);  marginal_i = a_i · Σ_{n≤i} (1/√(n+1))/ρ_n	the minimizer's first variations are all equal to the minimum surface, the Lagrange condition on the simplex obtained from pair mass transfers	positive suffix energies	L:Mathematics/CopsonDeBruijnFiniteRecurrence:minimizingSection_euler; L:Mathematics/CopsonDeBruijnFiniteRecurrence:sum_coordinate_marginal_eq_realTailSurface; L:Mathematics/CopsonDeBruijnFiniteRecurrence:minimizingSection_marginal_eq; L:Mathematics/CopsonDeBruijnFiniteRecurrence:realMarginal_eq_mul_cumulative	formal-checked	uses:analytic.copson-sharp-finite
analytic.copson-recurrence	navigator, landmark	u₀ = C_N,  u_{i+1} = C_N/√(i+2) + √(u_i² − 1),  u_N = 1,  u_i = ρ_i/a_i ≥ 1;  u² − (√(u² − 1))² = 1	adjacent Euler equations give de Bruijn's recurrence: the attained sharp coefficient launches a ratio sequence that ends exactly at 1, each stage forming a unit Lorentz-normalized pair with its principal companion	finite minimizer at length N + 1	L:Mathematics/CopsonDeBruijnFiniteRecurrence:finiteRecurrenceValue_step; L:Mathematics/CopsonDeBruijnFiniteRecurrence:finiteRecurrenceValue_initial; L:Mathematics/CopsonDeBruijnFiniteRecurrence:finiteRecurrenceValue_terminal; L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:admissibleStage_lorentzPair	formal-checked	uses:analytic.copson-euler-equations, uses:lorentz.boost-scale
analytic.copson-admissibility	navigator, landmark, key	x_{n+1} = x/√(n+2) + √(x_n² − 1) admissible to N (all x_n ≥ 1) ⇔ C_N ≤ x;  globally admissible ⇔ C_∞ ≤ x;  failure has a first obstructed index;  admissibility is upper-closed and values increase strictly with x	the raw recurrence is admissible exactly on the upper ray founded by the sharp coefficient: the threshold coefficient is a key located by the first obstruction of lower candidates	real coefficient x ≥ 0 for the infinite form	L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:finiteRecurrenceAdmissible_iff_finiteSharpCoefficient_le; L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:nonempty_admissibleRealRecurrence_iff_recurrenceThreshold_le; L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:exists_firstRecurrenceObstruction; L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:realRecurrenceValue_strictMono_of_finite_admissible	formal-checked	uses:analytic.copson-recurrence
analytic.copson-two-bound	navigator	√(n+2) ≤ 2/√(n+2) + √n ⇒ x = 2 gives x_n ≥ √(n+1) for all n ⇒ C_∞ ≤ 2 (finite);  admissible orbit ⇒ x_n ≤ 2x√(n+1)	the coefficient 2 sustains admissibility forever, so the infinite sharp boundary is finite, and every admissible orbit grows on the square-root scale	elementary square-root estimates	L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:sqrt_nat_succ_le_realRecurrenceValue_two; L:Mathematics/CopsonDeBruijnAdmissibleRecurrence:infiniteSharpBoundary_ne_top; L:Mathematics/CopsonDeBruijnOrbitConvergence:realRecurrenceValue_le_two_mul_sqrt	formal-checked	uses:analytic.copson-admissibility
analytic.copson-normalized-orbit	navigator, landmark	v_n = x_n/√(n+1):  v_{n+1} = x/(n+2) + √(((n+1)v_n² − 1)/(n+2));  0 < v_n ≤ 2x;  (n+2)(v_{n+1} − v_n) = x − (v_n² + 1)/(2v_n) + O(1/(n+2))	the normalized orbit obeys an exact drift law whose autonomous limit x − (v² + 1)/(2v) vanishes at the roots x ± √(x² − 1)	admissible orbit, compact positive interval for the O(1/(n+2)) error	L:Mathematics/CopsonDeBruijnNormalizedDynamics:normalizedRecurrenceValue_succ; L:Mathematics/CopsonDeBruijnOrbitConvergence:normalizedRecurrenceValue_le_two_mul; L:Mathematics/CopsonDeBruijnHarmonicDrift:abs_scaledDrift_sub_limitingDrift_le; L:Mathematics/CopsonDeBruijnHarmonicDrift:normalized_scaled_drift_eq	formal-checked	uses:analytic.copson-two-bound
analytic.harmonic-drift-exclusion	epoch, aeon	v_n ≥ lower for n ≥ N and v_{n+1} ≤ v_n − δ/(n+1), δ > 0 ⇒ contradiction;  likewise a bounded-above tail cannot gain δ/(n+1) per step	a persistently bounded tail cannot pay (or receive) a fixed positive multiple of every harmonic clock tick, because the harmonic series diverges	real sequences	L:Mathematics/CopsonDeBruijnHarmonicDrift:harmonic_negative_drift_impossible_of_lower; L:Mathematics/CopsonDeBruijnHarmonicDrift:harmonic_positive_drift_impossible_of_upper	formal-checked	
analytic.copson-orbit-limit	navigator, landmark	x > 1, admissible ⇒ v_n → x − √(x² − 1) or v_n → x + √(x² − 1);  any positive limit is a zero of the limiting drift;  the moving-root interval is invariant and the orbit monotone once entered	every admissible normalized Copson–de Bruijn orbit converges to exactly one of the two characteristic roots; the branch is selected by threshold minimality	x > 1	L:Mathematics/CopsonDeBruijnOrbitLimit:normalizedRecurrenceValue_tendsto_asymptoticRoot; L:Mathematics/CopsonDeBruijnOrbitLimit:limit_eq_lower_or_upper_of_tendsto; L:Mathematics/CopsonDeBruijnOrbitDichotomy:normalizedRecurrenceValue_mem_interval_of_entry; L:Mathematics/CopsonDeBruijnOrbitDichotomy:normalizedRecurrenceValue_monotone_tail_of_entry	formal-checked	uses:analytic.harmonic-drift-exclusion
linalg.bilinear-factorization	navigator, compression	T_{oij} = Σ_r W_{or} U_{ri} V_{rj} ⇒ Σ_{ij} T_{oij} x_i y_j = Σ_r W_{or}(U_r·x)(V_r·y);  fixing y = c folds into a linear section Σ_i (Σ_r W_{or}(V_r·c)U_{ri}) x_i;  [first; second]·E = [first·E; second·E]	a finite rank factorization of a bilinear tensor is a certificate of the bilinear map, independent of the search that found it; fixing a port folds its amplitudes into a linear receiver	commutative coefficient ring	L:Mathematics/NavigatorFactorization:bilinear_factorization; L:Mathematics/NavigatorFactorization:fixedRight_receiver_section; L:Mathematics/NavigatorFactorization:joined_receiver_factorization	formal-checked	
linalg.gauss-three-product	ratio, parametron	p = (a + b)c, q = a(d − c), r = b(c + d):  (p − r, p + q) = (ac − bd, ad + bc)	complex multiplication in real coordinates needs three products, not four (Gauss), over any commutative ring	commutative ring	L:Mathematics/NavigatorFactorization:gauss_three_product	formal-checked	uses:linalg.bilinear-factorization
linalg.affine-bilinear-expansion	navigator	F(a + Σθ_i b_i, c + Σθ_i d_i) = F(a,c) + Σ F(b_i,c)θ_i + Σ(F(a,d_i)θ_i + Σ_j F(b_i,d_j)θ_jθ_i);  1 + (−1) = 0 but no real θ has 1 + θ² = 0	a shared affine parameter expands a bilinear map with its cross terms; treating a repeated parameter as independent lifts spurious solutions	bilinear F over a commutative ring	L:Mathematics/NavigatorFactorization:sharedFiniteAffineBilinearExpansion; L:Mathematics/NavigatorFactorization:spuriousIndependentLift_minus_one	formal-checked	
linalg.shift-commutator	navigator	(z + 1)f(z + 1) − z f(z + 1) = f(z + 1);  jet action (P, dP)·(g, dg) = (Pg, dP g + P dg) composes as (QP, dQ P + Q dP)	shift and multiplication by the coordinate do not commute (the rule behind Gamma shifts), and a navigator's first jet composes by the product rule	commutative ring	L:Mathematics/NavigatorFactorization:shift_coordinate_commutator; L:Mathematics/NavigatorFactorization:jetAct_compose; L:Mathematics/NavigatorFactorization:blockMatrix_compose	formal-checked	
linalg.decoded-face-kernel	compression, receiver	face(θ) = origin + Dθ:  face θ₁ = face θ₂ ⇔ θ₁ − θ₂ ∈ ker D, and every later receiver agrees on such aliases;  unit homogeneous slice of span{origin} ⊕ directions = the affine family	parameter aliases of a decoded face differ exactly by the decoder's kernel; the affine family is recovered as the unit slice with no chosen inverse	ℚ-linear decoder D	L:Mathematics/DependentConstitutiveReturn:decodedFace_eq_iff_kernel_difference; L:Mathematics/DependentConstitutiveReturn:decodedFace_aliases_agree; L:Mathematics/DependentConstitutiveReturn:homogeneous_unit_slice	formal-checked	uses:info.preimage-fibre
