rh.foster-convergence-exponent	landmark	Σ_ρ m_ρ/|ρ−½|² < ∞, by dyadic shells 2^k≤|ρ−½|<2^{k+1} weighted 4^{−k} with ratio 2^{σ−2}<1	the zeros have exponent of convergence at most two, so the paired product converges	ξ, or FosterClass f with σ<2	L:RH/FosterCount:summable_inverse_square; L:RH/FosterClassCount:summable_inverse_square	formal-checked	uses:rh.foster-count
rh.foster-product	parametron, landmark	P(z) = ∏′_{i∈Idx} (1 − ((z−½)/(u_i−½))²), P entire, P(1−z)=P(z), P(z)=0 ⇔ z a zero	the paired canonical product of the zeros is entire, reflection symmetric and vanishes exactly on the zeros	Idx = zeros repeated by multiplicity	L:RH/FosterProduct:differentiable_P; L:RH/FosterProduct:P_symm; L:RH/FosterProduct:P_ne_zero; L:RH/FosterClassProduct:differentiable_P	formal-checked	uses:rh.foster-convergence-exponent
rh.foster-series	parametron, landmark	P′/P(z) = Σ′_{i∈Idx} 2(z−½)/((z−½)²−(u_i−½)²)	FT2: the log-derivative of the paired product is the convergent Foster series, each pair a tank counted from both members	z not a zero	L:RH/FosterProduct:logDeriv_P; L:RH/FosterClassProduct:logDeriv_P	formal-checked	uses:rh.foster-product, uses:rh.foster-pair-tank
rh.foster-split-defect	parametron, landmark, receiver	2ξ′/ξ − P′/P = 2g′/g − tail′/tail =: F_R, analytic on B(½,R/2), ‖F_R‖ ≤ 2·landau(R) + (R/2)·tailInvSq(R) on B(½,R/8)	FT3(i): on a disc the product splits into the half-disc polynomial and a nonvanishing tail, and the log-derivative defect is analytic and bounded	R>0	L:RH/FosterSplit:norm_F_le; L:RH/FosterClassSplit:norm_F_le	formal-checked	uses:rh.foster-series, uses:rh.landau-lemma
rh.hadamard-foster-form	parametron, landmark	ξ′/ξ(z) = Σ_u m_u (z−½)/((z−½)²−(u−½)²) and ξ(z)² = ξ(½)²·P(z)	FT3(ii): the defect G=2ξ′/ξ−P′/P has G′=0 on the connected nonzero set and is odd under z↦1−z, so G≡0; the full Foster form and Hadamard's identity hold	ξ(z)≠0 for the series; every z for the square; also every Foster-class f	L:RH/FosterHadamard:foster_form; L:RH/FosterHadamard:sq_eq_centre_mul_P; L:RH/FosterClassHadamard:foster_form; L:RH/FosterClassHadamard:sq_eq_centre_mul_P	formal-checked	uses:rh.foster-split-defect, uses:rh.foster-series
rh.comb-flux-simple-zero	landmark, contact	ξ″(z₀)/ξ′(z₀) = lim_{R→∞} 2 Σ_{u∈D(½,R), u≠z₀} m_u/(z₀−u)	FT3(iii): at a simple zero the second log-derivative is the principal-value comb flux of all other zeros	ξ(z₀)=0, ξ′(z₀)≠0; also every Foster-class member	L:RH/CombFlux:flux_riemannXi; L:RH/FosterClassFlux:flux	formal-checked	uses:rh.hadamard-foster-form, uses:rh.zero-velocity-second-logderiv
rh.xi-foster-member	parametron, landmark	FosterClass ξ (Cθ·e^{74}+1) 10 (3/2); FosterClass (heatE t ξ) ((Cθ e^{74}+1)·flowSum 10 (3/2) t) (10·2^{3/2}) (3/2)	ξ and every time-slice of its heat flow are Foster-class members, so FT0–FT3 apply along the flow	t∈ℝ	L:RH/FosterClassHeat:instFosterClassRiemannXi; L:RH/FosterClassHeatFlow:instFosterClassHeatE	formal-checked	uses:rh.xi-growth-three-halves, uses:rh.heat-kernel-phi
rh.rodgers-tao-zero-dynamics	landmark, contact, navigator	RodgersTaoZeroDynamics (t ↦ heatE t ξ): every C¹ simple-zero curve moves by ż = lim 2Σ_{u≠z} m_u/(z−u)	the Rodgers–Tao zero-dynamics port is a theorem for the flow of ξ	simple zeros	L:RH/FosterClassHeatFlow:rodgersTaoZeroDynamics_heatE; L:RH/PhaseFlowLedger:RodgersTaoZeroDynamics	formal-checked	uses:rh.comb-flux-simple-zero, uses:rh.xi-foster-member
rh.heat-flow-polynomial	navigator, landmark	heat t p = e^{−tD²}p = Σ_k (−t)^k/k!·p^{(2k)}; ∂_t heat = −∂_z² heat	the backward heat flow is the polynomial face of the de Bruijn–Newman navigator	p∈ℂ[X], t∈ℝ	L:RH/HeatFlowOfPolynomials:heat	definition	instance-of:thermal.heat-kernel
rh.polynomial-comb-flux	landmark, contact	p(z)=0, p′(z)≠0 ⇒ p″(z)/p′(z) = 2Σ_{w∈roots∖z} 1/(z−w); a C¹ simple-root curve of heat t p has ż = 2Σ_{w≠z} 1/(z−w)	a simple root is pushed by every other root with flux 2/(z−w): the comb flux	p∈ℂ[X]; simple root	L:RH/HeatFlowOfPolynomials:second_div_first_eq; L:RH/HeatFlowOfPolynomials:zero_curve_flux	formal-checked	uses:rh.heat-flow-polynomial
rh.heat-semigroup	navigator	e^{−sD²}e^{−tD²}p = e^{−(s+t)D²}p, by Σ_{j+k=l}(−s)^j/j!·(−t)^k/k! = (−(s+t))^l/l!	the heat navigator composes additively in its clock	p∈ℝ[X]; s,t∈ℝ	L:RH/HeatSemigroup:heatR_heatR	formal-checked	uses:rh.heat-flow-polynomial
rh.nonreal-count-even	landmark	nonreal(p) = deg p − #real roots ∈ 2ℕ	for a real polynomial the non-real roots come in conjugate pairs	p∈ℝ[X]	L:RH/PolyaStep:even_nonreal	formal-checked	
rh.hermite-poulain-step	landmark, navigator	nonreal(p + a p′) ≤ nonreal(p); nonreal(p − λp″) ≤ nonreal(p), 1−λD² = (1−√λD)(1+√λD)	a Hermite–Poulain step never creates a pair (Rolle on e^{ax}p plus parity)	p∈ℝ[X]; a∈ℝ; λ≥0	L:RH/PolyaStep:nonreal_step_le; L:RH/PolyaStep:nonreal_heatStep_le	formal-checked	uses:rh.nonreal-count-even
rh.hurwitz-polynomial	landmark, receiver	coeffwise q_N → p, deg ≤ n, p≠0 ⇒ eventually nonreal(p) ≤ nonreal(q_N)	the non-real root count is lower semicontinuous: pairs can only die in a limit	bounded degree	L:RH/HurwitzPolynomial:nonreal_le_of_tendsto	formal-checked	uses:rh.rectangle-argument-principle
rh.forward-preservation-polynomial	landmark, navigator	nonreal(e^{−tD²}p) ≤ nonreal(p) for t≥0; t≤t′ ⇒ nonreal(heat t′ p) ≤ nonreal(heat t p)	forward in the clock the pair population only dies	p∈ℝ[X]	L:RH/ForwardPreservation:nonreal_heatR_le; L:RH/HeatSemigroup:nonreal_heatR_antitone	formal-checked	uses:rh.hermite-poulain-step, uses:rh.hurwitz-polynomial, uses:rh.heat-semigroup
rh.dbn-polynomial-threshold	landmark, navigator	λ(p) = inf{t : nonreal(heat_t p)=0}; nonreal p ≠ 0 ⇒ λ(p) ≥ 0; nonreal p = 0 ⇔ λ(p) ≤ 0	the polynomial de Bruijn–Newman constant has exactly the shape RH ⇔ Λ ≤ 0	p∈ℝ[X]; realRootedTimes nonempty	L:RH/DeBruijnNewmanPolynomial:nonreal_eq_zero_iff_lambda_nonpos; L:RH/DeBruijnNewmanPolynomial:lambda_nonneg	formal-checked	uses:rh.forward-preservation-polynomial
rh.highest-pair-descent	landmark, contact	d/dt Im z ≤ −1/Im z for the highest pair ⇒ (Im z(T))² + 2T ≤ (Im z(0))², hence T < (Im z(0))²/2	the highest pair of a real polynomial falls to the seam in time at most (height)²/2: de Bruijn's bound at the polynomial face	q∈ℝ[X]; C¹ simple highest root with Im z>0 on [0,T]	L:RH/PairDescent:highest_pair_descent; L:RH/PairDescent:highest_pair_dead	formal-checked	uses:rh.polynomial-comb-flux
rh.comb-kirchhoff	landmark, contact	Σ_j Σ_{k≠j} 2/(x_j−x_k) = 0; Σ_j 2x_j·Σ_{k≠j} 2/(x_j−x_k) = 2N(N−1)	on a real comb the pairwise flux is antisymmetric, so the centre is conserved and the second moment grows at the configuration-independent rate 2N(N−1)	x: Fin N → ℝ injective	L:RH/PhaseFlowLedger:sum_zeroFlux; L:RH/PhaseFlowLedger:sum_mul_zeroFlux	formal-checked	instance-of:holon.stokes
rh.pair-collision-bound	landmark, contact	heightFlux(a,y,x) ≤ −1/y ⇒ y(T)² + 2T ≤ y(0)²	one conjugate pair above a real comb falls onto the seam within y₀²/2; the crowd only speeds the collision	y>0 on [0,T]	L:RH/PhaseFlowLedger:heightFlux_le; L:RH/PhaseFlowLedger:sq_add_two_mul_le	formal-checked	uses:rh.comb-kirchhoff
rh.hermite-stacked-seam	landmark, navigator	heat t (X·p) = X·heat t p − 2t·(heat t p)′; heat_{1/2}(Xⁿ) = He_n; ∫_ℝ e^{−z²/(4t)}dz = √(4πt)	the flow chains past X as X−2tD; an n-fold seam zero unfolds at t=½ into the Hermite (Stieltjes equilibrium) zeros; the kernel's length is the rotation constant	t>0 for the integral	L:RH/HeatFlowStackedSeam:heat_X_mul; L:RH/HeatFlowStackedSeam:heat_half_X_pow; L:RH/HeatFlowStackedSeam:integral_heat_kernel	formal-checked	uses:rh.heat-flow-polynomial
rh.heat-flow-binding-defect	navigator, ratio	e^{t(v−log n)²} = e^{tv²}·n^{−2tv}·w_t(n), w_t(n)=e^{t(log n)²}; w_t(mk) = w_t(m)w_t(k)·e^{2t log m log k}; defect = 1 ⇔ t=0 ∨ m=1 ∨ k=1	under the flow the event weight is not multiplicative: composites carry a binding defect that vanishes only at t=0	m,k≥1	L:RH/HeatFlowBinding:flow_factor_split; L:RH/HeatFlowBinding:flowWeight_mul; L:RH/HeatFlowBinding:bindingDefect_eq_one_iff	counterexample	obstructs:rh.flowed-integer-events
rh.entire-heat-flow	navigator, landmark	‖f(w)‖ ≤ A e^{B‖w‖^ρ}, ρ<2 ⇒ Σ_k ‖(−t)^k/k!·f^{(2k)}(z)‖ < ∞, heatE t f entire, ∂_t heatE = −∂_z² heatE, heatE t f(1−s) = heatE t f(s) if f symmetric	the heat navigator extends from polynomials to entire sources of order below two, keeping the reflection	0<ρ<2, A,B≥0	L:RH/EntireDerivativeGrowth:summable_heatTerm; L:RH/HeatFlowEntire:differentiable_heatE; L:RH/HeatEquationEntire:heat_equation; L:RH/HeatEquationEntire:heatE_one_sub	formal-checked	generalizes:rh.heat-flow-polynomial
rh.euler-iterates-converge	navigator	(1 + (λ/N)D²)^N f → heatE(−λ) f locally uniformly as N→∞	the Euler iterates reach the flow (Tannery with the entire-flow majorant)	f entire of growth ρ<2; λ≥0	L:RH/EulerIterates:tendsto_eulerIter	formal-checked	uses:rh.entire-heat-flow
rh.zero-velocity-second-logderiv	landmark, navigator	z(s) C¹, heatE s f(z(s))=0, simple at t₀ ⇒ ż(t₀) = ∂²_z H_{t₀}(z)/∂_z H_{t₀}(z)	the velocity of a simple zero of the flow is its second logarithmic derivative	f entire, growth ρ<2	L:RH/ZeroDynamicsEntire:zero_curve_velocity; L:RH/ZeroDynamicsEntire:zero_curve_velocity_riemannXi	formal-checked	uses:rh.entire-heat-flow
rh.simple-zero-persists	landmark	simple zero z₀ of H_{t₀} ⇒ ∃ continuous ζ(t), ζ(t₀)=z₀, H_t(ζ(t))=0, ζ(t) simple, unique in a square	a simple zero persists as a unique simple zero curve, by winding 2πi and local constancy of the count	t near t₀	L:RH/SimpleZeroPersists:simple_zero_persists_riemannXi; L:RH/SimpleZeroCurve:exists_zero_curve_riemannXi	formal-checked	uses:rh.rectangle-count-stable
rh.rectangle-count-stable	landmark, receiver	∮_{∂R} H_t′/H_t = 2πi·n(t), n(t)∈ℤ continuous in t while ∂R zero-free ⇒ locally constant	no zero of the flow appears or disappears inside a rectangle while its boundary is zero-free	H_{t₀} zero-free on ∂R	L:RH/RectangleCountStable:eventually_count_eq_riemannXi; L:RH/RectangleWindingContinuity:continuousAt_rectIntegral_logDeriv	formal-checked	uses:rh.rectangle-argument-principle, instance-of:aeon.pairing
rh.riemann-xi	landmark	ξ(s) = ½·s(s−1)·Λ(s) = ½·(s(s−1)Λ₀(s) + 1), Λ₀ = Λ + 1/s + 1/(1−s)	the classical entire xi installed over mathlib's additive pole-removed completion, whose zeros are not definitionally those of ζ		L:RH/RiemannXi:riemannXi	definition	
rh.xi-zeros-are-zeta-zeros	landmark	0<Re s<1 ⇒ (ξ(s)=0 ⇔ ζ(s)=0); ξ(1−s)=ξ(s)	in the open strip the xi divisor is exactly the zeta zeros, and xi carries the reflection		L:RH/RiemannXi:riemannXi_eq_zero_iff_riemannZeta_eq_zero; L:RH/RiemannXi:riemannXi_one_sub	formal-checked	uses:rh.riemann-xi
rh.critical-line-fixed-locus	landmark, swing	1 − s̄ = s ⇔ Re s = ½; the linear reflection s↦1−s fixes only ½	the critical line is the fixed locus of the anti-linear involution J s = 1−s̄ generated by the functional equation and conjugation		L:RH/RiemannXi:criticalLine_fixedLocus; L:RH/Xi:theCriticalLineIsTheFixedLocus; L:RH/Xi:theLinearReflectionFixesOnlyOnePoint	formal-checked	instance-of:swing.half-turn
rh.xi-conjugation	landmark	ξ(s̄) = conj ξ(s); off Re=½ and off ℝ the orbit {ρ, 1−ρ, ρ̄, 1−ρ̄} has four distinct members	xi commutes with conjugation, so a zero off the line is never alone		L:RH/XiConjugation:riemannXi_conj; L:RH/XiConjugation:orbitDistinct	formal-checked	uses:rh.critical-line-fixed-locus
rh.two-involutions-fuse	landmark, swing	1−s = s̄ ⇔ Re s = ½; orbit size 4 off the line, 2 on it; ½ is the unique totally fixed point	on the critical line the two symmetries collapse into one constraint, the balanced configuration		L:RH/Balance:theTwoInvolutionsCoincideExactlyOnTheCriticalLine; L:RH/Balance:theOrbitIsFourOffTheLine; L:RH/Balance:theOrbitIsTwoOnTheLine; L:RH/Balance:theCentreIsTheUniqueTotallyFixedPoint	formal-checked	uses:rh.critical-line-fixed-locus, uses:swing.compose-translation
rh.symmetric-count-mod-four	landmark, receiver	#(symmetric finite zero set) ≡ #on-line (mod 4) parity reading; off-line population ≡ 0 (mod 4)	a count mod four reads only the on-line parity; the off-line population is invisible mod four	finite set closed under both involutions	L:RH/Balance:theCountModFourReadsTheOnLineParity; L:RH/Balance:theOffLinePopulationIsInvisibleModFour; L:RH/ZeroOrbitCount:card_offLineZeros_mod_four	counterexample	uses:rh.two-involutions-fuse
rh.zero-count-parity	landmark, receiver	divisorMass(D(½,R)) = 2·leftMass + onLineMass; divisorMass ≡ onLineMass (mod 2)	the reflection splits a centred disc count into twice the left mass plus the on-line mass	centred disc; reflection only	L:RH/ZeroCountParity:divisorMass_eq_two_mul_leftMass_add_onLineMass; L:RH/ZeroCountParity:divisorMass_emod_two	formal-checked	uses:rh.xi-zeros-are-zeta-zeros
rh.left-mass-receiver	landmark, receiver	leftMass(D(½,R)) = 0 ⇔ RH on D(½,R) ⇔ divisorMass = onLineMass	the left mass is the exact receiver of RH on a centred disc	closedBall ½ R	L:RH/LeftMassReceiver:leftMass_eq_zero_iff; L:RH/LeftMassReceiver:divisorMass_eq_onLineMass_iff	formal-checked	uses:rh.zero-count-parity
rh.off-line-jensen	landmark, receiver	log 2·divisorMass ≤ J; log 2·onLineMass ≤ J; 2 log 2·leftMass ≤ J; #offLine ≤ 2·leftMass	the Jensen receiver bounds disc, on-line and left masses and the off-line count, but not their placement	centred disc; unconditional	L:RH/OffLineJensen:logTwo_mul_divisorMass_le; L:RH/OffLineJensen:two_logTwo_mul_leftMass_le; L:RH/OffLineJensen:card_offLineZeros_le	formal-checked	uses:rh.jensen-counts-comb, uses:rh.left-mass-receiver
rh.xi-strip	landmark	ξ(s)=0 ⇒ 0<Re s<1 ∧ Im s≠0, since ξ(σ) = ∫e^{(σ−½)u}Φ(u)du > 0 on ℝ	every xi zero lies in the open strip and none is real		L:RH/XiStrip:re_mem_Ioo_of_riemannXi_eq_zero; L:RH/XiStrip:im_ne_zero_of_riemannXi_eq_zero	formal-checked	uses:rh.heat-kernel-phi
rh.xi-centre-positive	landmark	0 ≤ Λ₀(¼) ≤ 4 (integrand ≤ 4e^{−x}, θ(t)−1 ≤ 4e^{−πt} for t≥1) ⇒ ξ(½) = ½ − Λ₀(½)/8 ≥ ¼ > 0	the value at the seam's centre is a positive real		L:RH/XiCentre:riemannXi_one_half_pos; L:RH/XiCentre:lambda₀_quarter_bounds	formal-checked	uses:arith.theta-jacobi
rh.trivial-zeros	landmark	Re s ≤ 0 ⇒ (ζ(s)=0 ⇔ s = −2(n+1), n∈ℕ)	left of Re s=0 the zeta zeros are exactly the trivial zeros		L:RH/TrivialZeros:riemannZeta_eq_zero_iff_of_re_nonpos	formal-checked	
rh.rh-xi-form	landmark	RiemannHypothesis ⇔ ∀ρ, ξ(ρ)=0 ⇒ Re ρ = ½ ⇔ pairPopulation = ∅	mathlib's RH is the xi form, and is the emptiness of the pair population		L:RH/TrivialZeros:riemannHypothesis_iff_xi; L:RH/TrivialZeros:riemannHypothesis_iff_pairPopulation_eq_empty	formal-checked	uses:rh.trivial-zeros, uses:rh.pair-population
rh.pair-population	landmark, swing	pairPopulation = {ρ : ξ(ρ)=0, 1−ρ̄ ≠ ρ}; on it J s=1−s̄ is a fixed-point-free involution pairing {ρ, 1−ρ̄} across the line	the zeros not fixed by the reflection come in straddling pairs		L:RH/PairPopulation:pairPopulation; L:RH/PairPopulation:pairPopulation_eq_empty_iff	definition	uses:rh.critical-line-fixed-locus
rh.rh-statement	landmark	Statement := RiemannHypothesis (mathlib), unchanged	the actual Riemann hypothesis, aliased, never a finite model		L:RH/Statement:Statement	open	
rh.route-interface	landmark	Route: RH ⇔ P for a source-side proposition P; Programme records the unresolved source proposition separately	an exact route carries both implications, and a programme names what is unproved		L:RH/Route:Route; L:RH/Route:Programme	definition	uses:rh.rh-statement
rh.heat-kernel-phi	landmark, navigator	θ(x)=Σ_{n∈ℤ}e^{−πn²x}; Ψ(x)=2x²θ″+3xθ′, Ψ(1/x)=x^{1/2}Ψ(x); Φ(u)=e^{u/2}Ψ(e^{2u}) even, >0, e^{au²+b|u|}Φ(u) ≤ C e^{−u²}; ξ(s)=∫e^{(s−½)u}Φ(u)du	xi is the two-sided Laplace transform of the positive, even, double-exponentially decaying theta kernel Φ	s∈ℂ	L:RH/HeatKernelPhi:Ψ_inv; L:RH/HeatKernelPhi:Φ_pos; L:RH/HeatKernelPhi:exp_mul_Φ_le; L:RH/HeatKernelPhi:riemannXi_eq_L	formal-checked	uses:arith.theta-jacobi
rh.flow-identity	navigator, landmark	heatE t ξ(z) = ∫ e^{−tu²} e^{(z−½)u} Φ(u) du; heatE t ξ(½) > 0 for every t	the heat navigator on xi multiplies its kernel by the Gaussian, and the centre value stays positive at every time	t∈ℝ	L:RH/HeatKernelPhi:heatE_riemannXi; L:RH/HeatKernelPhi:heatE_riemannXi_half_pos	formal-checked	uses:rh.heat-kernel-phi, uses:rh.entire-heat-flow
rh.admissible-kernel-flow	navigator	T_K(z)=∫e^{(z−½)u}K(u)du; heatE t T_K = T_{e^{−tu²}K}; heatE s (heatE t ξ) = heatE (s+t) ξ	on admissible kernels the flow acts by the Gaussian weight and is a semigroup at the entire face	e^{au²+b|u|}|K(u)| ≤ Ce^{−u²}	L:RH/KernelFlow:heatE_T; L:RH/KernelFlow:heatE_heatE_riemannXi	formal-checked	generalizes:rh.heat-semigroup
rh.xi-growth-three-halves	landmark	‖ξ(s)‖ ≤ (Cθ·e^{74}+1)·exp(10‖s‖^{3/2})	xi has growth of order below two, so its heat flow is entire at every real time	s∈ℂ	L:RH/XiGrowth:norm_riemannXi_le; L:RH/XiGrowth:hasGrowth_riemannXi	formal-checked	uses:rh.entire-heat-flow
rh.xi-conjugation-flow	landmark	H_t(conj z)=conj H_t(z); H_t(1−s̄) = conj H_t(s); pair population of H_t closed under conj, s↦1−s, J	the flow keeps both symmetries, so its off-seam zeros still come in orbits	t∈ℝ	L:RH/ConjugationEntire:heatE_riemannXi_reflect; L:RH/ConjugationEntire:pairPopulationH	formal-checked	uses:rh.xi-conjugation
rh.seam-times	landmark, navigator	seamTimes = {τ : every zero of heatE(−τ)ξ has Re=½}; Λ_DN = inf seamTimes; standard time = 4τ	the de Bruijn–Newman threshold is the infimum of the clock values at which all zeros sit on the seam	tree coordinate τ=−t	L:RH/RealZeroTimes:seamTimes; L:RH/RealZeroTimes:Λ_DN	definition	uses:rh.flow-identity
rh.seam-times-closed	landmark	0 ∈ seamTimes ⇔ RH; seamTimes closed (Hurwitz on the jointly continuous flow)	time zero is a seam time exactly under RH, and the seam times are closed		L:RH/RealZeroTimes:zero_mem_iff; L:RH/RealZeroTimes:isClosed_seamTimes	formal-checked	uses:rh.hurwitz-seam, uses:rh.seam-times
rh.hurwitz-seam	landmark, receiver	F_n → G locally uniformly, G≢0, zeros of F_n on Re=½ eventually ⇒ zeros of G on Re=½	a locally uniform limit of seam-zeroed entire functions keeps its zeros on the seam	entire F_n, G	L:RH/HurwitzLine:zeros_on_seam; L:RH/HurwitzLine:no_zero_of_eventually	formal-checked	uses:rh.rectangle-argument-principle
rh.seam-approximation	landmark	OnSeam f ⇒ P f = (Q₊ f)², f = f(½)·Q₊ f, finite subproducts f(½)∏_{i∈s}(1+a_i z) → f locally uniformly	a Foster-class member with seam zeros is the locally uniform limit of seam polynomials	FosterClass f, OnSeam f	L:RH/LineApproximation:P_eq_Qplus_sq; L:RH/LineApproximation:eq_centre_mul_Qplus; L:RH/LineApproximation:tendsto_approx	formal-checked	uses:rh.foster-product
rh.polya-seam-step	landmark, navigator	seamPoly q(z) = q(−i(z−½)); (1+(λ/N)D²)^N seamPoly q = seamPoly((heatStep(λ/N))^N q); zeros stay on Re=½	the polynomial Pólya step transported to the seam keeps seam zeros	q∈ℝ[X] real-rooted, λ≥0	L:RH/PolyaLine:eulerIter_seamPoly; L:RH/PolyaLine:eulerIter_seamPoly_re	formal-checked	uses:rh.hermite-poulain-step
rh.line-preservation	landmark, navigator	OnSeam f, λ≥0 ⇒ OnSeam(heatE(−λ)f); τ∈seamTimes, τ≤τ′ ⇒ τ′∈seamTimes; seamTimes≠∅ ⇒ (RH ⇔ Λ_DN ≤ 0)	the flow never creates a pair at the entire face: seam times are an up-set	FosterClass f	L:RH/LinePreservation:onSeam_heatE_neg; L:RH/LinePreservation:seamTimes_upset; L:RH/LinePreservation:riemannHypothesis_iff_Λ_DN_le	formal-checked	uses:rh.seam-approximation, uses:rh.polya-seam-step, uses:rh.euler-iterates-converge, uses:rh.hurwitz-seam, generalizes:rh.forward-preservation-polynomial
rh.translation-average-kernel	navigator, landmark	avg_μ f(s) = ½(f(s+μ)+f(s−μ)); avg_μ^k T_K = T_{cosh(μu)^k K}; K>0 ⇒ T_K(σ)>0 on ℝ; K real ⇒ conj-symmetric; K even ⇒ T_K(1−s)=T_K(s)	a translation average is a cosh-weighted kernel, and positivity, reality and evenness of the kernel carry to the transform	admissible kernel	L:RH/KernelAverage:T_coshPow; L:RH/KernelAverage:T_ofReal_pos; L:RH/KernelAverage:T_conj; L:RH/KernelAverage:T_one_sub	formal-checked	uses:rh.admissible-kernel-flow
rh.de-bruijn-lemma-one	landmark	b²−λ² < (x−a)²+y² ⇒ |z−iλ−r||z−iλ−r̄| < |z+iλ−r||z+iλ−r̄| (z=x+iy, y>0, r=a+ib)	each conjugate root pair is strictly nearer the lower shift than the upper one	y>0, λ>0	L:RH/TranslationAverage:pair_sq_lt	formal-checked	
rh.de-bruijn-theorem-three	landmark	roots of q in |Im|≤Δ, ξ≠0 ⇒ every root of ξ q(z+iλ) + ξ̄ q(z−iλ) has (Im z)² ≤ max(Δ²−λ², 0)	the translation average contracts the root strip of a real polynomial by λ²	q∈ℝ[X], deg>0, λ>0	L:RH/TranslationAverage:im_sq_le_of_avg_eq_zero	formal-checked	uses:rh.de-bruijn-lemma-one
